taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
dinoflagellates,Andalusiella mauthei punctata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Andalusiella,,,,mauthei,,punctata,,,323949,Andalusiella mauthei,species,,323949,Andalusiella mauthei,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Andalusiella rhomboides,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Andalusiella,,,,rhomboides,,,,,323953,Andalusiella rhomboides,species,,323953,Andalusiella rhomboides,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Andalusiella sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Andalusiella,,,,sp.,,,,,276893,Andalusiella,genus,,,,276893,Andalusiella,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Angustidinium acribes,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Angustidinium,,,,acribes,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Apectodinium augustum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,augustum,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium homomorphum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,homomorphum,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium hyperacanthum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,hyperacanthum,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium parvum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,parvum,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium quinquelatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,quinquelatum,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium sp.1,Apectodinium sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,sp. 1,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Apectodinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apectodinium,,,,spp.,,,,,317821,Apectodinium,genus,,,,317821,Apectodinium,,,,,,,,,277918,Myzozoa,,,,
dinoflagellates,Aprobolocysta (?) galeata,Aprobolocysta ? galeata,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Aprobolocysta,,,?,galeata,,,,,276954,Aprobolocysta,genus,,,,276954,Aprobolocysta,322363,Pareodiniaceae,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium australiense,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,australiense,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium granulatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,granulatum,,,,,278032,Apteodinium granulatum,species,,278032,Apteodinium granulatum,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium maculatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,maculatum,,,,,325468,Apteodinium maculatum,species,,325468,Apteodinium maculatum,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,sp.,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,sp. A,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium spiridoides,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,spiridoides,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,spp.,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Apteodinium tectatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Apteodinium,,,,tectatum,,,,,276894,Apteodinium,genus,,,,276894,Apteodinium,,,,,,,321578,Dinophyceae,,,,,,
dinoflagellates,Arachnodinium antarcticum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Arachnodinium,,,,antarcticum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Araneosphaera araneosa,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Araneosphaera,,,,araneosa,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Araneosphaera cf. araneosa,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Araneosphaera,,,cf.,araneosa,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Areoligera coronata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,coronata,,,,,323979,Areoligera coronata,species,,323979,Areoligera coronata,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera lemniscata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,lemniscata,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera semicirculata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,semicirculata,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera senonensis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,senonensis,,,,,323963,Areoligera senonensis,species,,323963,Areoligera senonensis,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,sp.,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera sp. 1,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,sp. 1,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,sp. A,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera sp. cf. A. senonensis,Areoligera cf. senonensis,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,cf.,senonensis,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,spp.,,,,,323962,Areoligera,genus,,,,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areoligera volata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areoligera,,,,volata,,,,,323967,Areoligera volata,species,,323967,Areoligera volata,323962,Areoligera,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium actinocoronatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,actinocoronatum,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium arcuatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,arcuatum,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium diktyoplokus,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,diktyoplokus,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium fenestratum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,fenestratum,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium michoudii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,michoudii,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium multicornutum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,multicornutum,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium pectiniforme,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,pectiniforme,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Areosphaeridium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Areosphaeridium,,,,spp.,,,,,443416,Areosphaeridium,genus,,,,443416,Areosphaeridium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Artemisiocysta cladodichotoma,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Artemisiocysta,,,,cladodichotoma,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Artemisiocysta sp.1,Artemisiocysta sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Artemisiocysta,,,,sp. 1,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Artemisiocysta spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Artemisiocysta,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Ascodinium (?) sp. A,? Ascodinium sp. A,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Ascodinium,,,,sp. A,,,,,277182,Ascodinium,genus,,,,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascodinium acrophorum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascodinium,,,,acrophorum,,,,,277183,Ascodinium acrophorum,species,,277183,Ascodinium acrophorum,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascodinium diversum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascodinium,,,,diversum,,,,,277182,Ascodinium,genus,,,,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascodinium implanum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascodinium,,,,implanum,,,,,277182,Ascodinium,genus,,,,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascodinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascodinium,,,,sp. A,,,,,277182,Ascodinium,genus,,,,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascodinium verrucosum verrucosum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascodinium,,,,verrucosum,,verrucosum,,,277182,Ascodinium,genus,,,,277182,Ascodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Ascostomocystis granosa,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascostomocystis,,,,granosa,,,,,443687,Ascostomocystis,genus,,,,443687,Ascostomocystis,,,,,,,,,,,,,28595,Life
dinoflagellates,Ascostomocystis sp.1,Ascostomocystis sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ascostomocystis,,,,sp. 1,,,,,443687,Ascostomocystis,genus,,,,443687,Ascostomocystis,,,,,,,,,,,,,28595,Life
dinoflagellates,Ascostomocystis? sp.,? Ascostomocystis sp.,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Ascostomocystis,,,,sp.,,,,,443687,Ascostomocystis,genus,,,,,,,,,,,,,,,,,,28595,Life
dinoflagellates,Ascostomocystis? sp.1,? Ascostomocystis sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Ascostomocystis,,,,sp. 1,,,,,443687,Ascostomocystis,genus,,,,,,,,,,,,,,,,,,28595,Life
dinoflagellates,Ataxiodinium choanum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Ataxiodinium,,,,choanum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Ataxiodinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ataxiodinium,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Atlantodinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Atlantodinium,,,,sp. A,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Avellodinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Avellodinium,,,,spp.,,,,,336720,Avellodinium,genus,,,,336720,Avellodinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Bachmayerella tenuis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS, In PBDB, not attached to an opinion due to it being incertae sedis",,,,Bachmayerella,,,,tenuis,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Balcattia sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Balcattia,,,,sp. A,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium evangelineae,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Barssidinium,,,,evangelineae,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium graminosum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Barssidinium,,,,graminosum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium sp. cf. B. graminosum,Barssidinium cf. graminosum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Barssidinium,,,cf.,graminosum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium sp.3,Barssidinium sp. 3,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Barssidinium,,,,sp. 3,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Barssidinium,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Barssidinium wrennii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Barssidinium,,,,wrennii,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Batiacasphaera baculata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,,baculata,,,,,276895,Batiacasphaera,genus,,,,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Batiacasphaera cf. baculata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,cf.,baculata,,,,,276895,Batiacasphaera,genus,,,,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Batiacasphaera cf. scrobiculata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,cf.,scrobiculata,,,,,286031,Batiacasphaera scrobiculata,species,,286031,Batiacasphaera scrobiculata,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Batiacasphaera compta,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,,compta,,,,,276895,Batiacasphaera,genus,,,,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Batiacasphaera gemmata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,,gemmata,,,,,276895,Batiacasphaera,genus,,,,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Batiacasphaera hirsuta,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Batiacasphaera,,,,hirsuta,,,,,276895,Batiacasphaera,genus,,,,276895,Batiacasphaera,,,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
