Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-34X-3-A,0,68,677.82,678.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Planolites and Thalassinoides and Chert at 64-66 cm",,,,359,U1467,C,34,X,3,A,,,,,346
359-U1467C-34X-CC-A,0,14,678.5,678.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,34,X,CC,A,,,,,347
359-U1467C-35X-1-A,0,34,685.3,685.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Palaeophycus,,,,359,U1467,C,35,X,1,A,,,,,348
359-U1467C-35X-1-A,34,86,685.64,686.16,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Palaeophycus,,,,359,U1467,C,35,X,1,A,,,,,349
359-U1467C-35X-2-A,0,74,686.16,686.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Palaeophycus,,,,359,U1467,C,35,X,2,A,,,,,350
359-U1467C-35X-CC-A,0,35,686.9,687.25,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,C,35,X,CC,A,,,,,351
359-U1467C-36X-1-A,0,100,695,696,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites, Thalassinoides and Zoophycos",,,,359,U1467,C,36,X,1,A,,,,,352
359-U1467C-36X-1-A,100,106,696,696.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites, Thalassinoides and Zoophycos",,,,359,U1467,C,36,X,1,A,,,,,353
359-U1467C-36X-1-A,106,150,696.06,696.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites, Thalassinoides and Zoophycos",,,,359,U1467,C,36,X,1,A,,,,,354
359-U1467C-36X-2-A,0,83,696.5,697.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Zoophycos,,,,359,U1467,C,36,X,2,A,,,,,355
359-U1467C-36X-2-A,83,100,697.33,697.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Zoophycos,,,,359,U1467,C,36,X,2,A,,,,,356
359-U1467C-36X-2-A,100,150,697.5,698,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites and Zoophycos,,,,359,U1467,C,36,X,2,A,,,,,357
359-U1467C-36X-3-A,0,150,698,699.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,,,,,,,,mold,,,complete,6,Planolites,,,Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).Planolites,,,,359,U1467,C,36,X,3,A,,,,,358
359-U1467C-36X-4-A,0,135,699.5,700.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).Chondrites",,,,359,U1467,C,36,X,4,A,,,,,359
359-U1467C-36X-5-A,0,15,701,701.15,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,C,36,X,5,A,,,,,360
359-U1467C-36X-5-A,15,35,701.15,701.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,C,36,X,5,A,,,,,361
359-U1467C-36X-5-A,35,100,701.35,702,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Thalassinoides, Zoophycos, Planolites",,,,359,U1467,C,36,X,5,A,,,,,362
359-U1467C-36X-5-A,100,126,702,702.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,C,36,X,5,A,,,,,363
359-U1467C-36X-5-A,126,150,702.26,702.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,C,36,X,5,A,,,,,364
359-U1467C-36X-6-A,0,44,702.5,702.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich PACKSTONE Planktic foraminifera (A), Benthic Foraminifera (R). Chondrites, Thalassinoides and Planolites",,,,359,U1467,C,36,X,6,A,,,,,365
359-U1467C-36X-6-A,110,110,703.6,703.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Planolites",,,,359,U1467,C,36,X,6,A,,,,,366
359-U1467C-36X-7-A,0,52,703.6,704.12,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,C,36,X,7,A,,,,,367
359-U1467C-36X-7-A,52,84,704.12,704.44,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Planolites, Zoophycos and Teichichus",,,,359,U1467,C,36,X,7,A,,,,,368
359-U1467C-36X-CC-A,0,17,704.44,704.61,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Planolites.",,,,359,U1467,C,36,X,CC,A,,,,,369
359-U1467C-36X-CC-A,22,35,704.66,704.79,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Chondrites",,,,359,U1467,C,36,X,CC,A,,,,,370
359-U1467C-37X-1-A,0,23,704.7,704.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Planolites,,,"Planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos and Planolites",,,,359,U1467,C,37,X,1,A,,,,,371
359-U1467C-37X-1-A,23,58,704.93,705.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos, Chondrites, Planolites, Thalassinoides",,,,359,U1467,C,37,X,1,A,,,,,372
359-U1467C-37X-1-A,58,96,705.28,705.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos, Chondrites, Planolites,",,,,359,U1467,C,37,X,1,A,,,,,373
359-U1467C-37X-1-A,96,129,705.66,705.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos, Chondrites, Planolites, Palaephycos",,,,359,U1467,C,37,X,1,A,,,,,374
359-U1467C-37X-2-A,0,145,705.99,707.44,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos, Chondrites, Planolites.",,,,359,U1467,C,37,X,2,A,,,,,375
359-U1467C-37X-CC-A,0,43,707.44,707.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), Benthic Foraminifera (R). Zoophycos, Chondrites, Planolites.",,,,359,U1467,C,37,X,CC,A,,,,,376
