Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
356-U1463D-45F-1-A,0,151,339,340.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Sparse disseminated pyrite but mainly concentrated in burrows few nodules. Sparse disseminated sand size shell fragments",,,,356,U1463,D,45,F,1,A,,,
356-U1463D-45F-1-A,0,151,339,340.51,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1463,D,45,F,1,A,,,
356-U1463D-45F-2-A,0,152,340.51,342.03,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Sparse disseminated pyrite but mainly concentrated in burrows Sparse disseminated sand size shell fragments",,,,356,U1463,D,45,F,2,A,,,
356-U1463D-45F-3-A,0,101,342.03,343.04,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Sparse disseminated pyrite but mainly concentrated in burrows Sparse disseminated sand size shell fragments and small benthic forams",,,,356,U1463,D,45,F,3,A,,,
356-U1463D-45F-4-A,0,71,343.04,343.75,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows Sparse disseminated sand size shell fragments",,,,356,U1463,D,45,F,4,A,,,
356-U1463D-45F-CC-A,0,30,343.75,344.05,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone.",,,,356,U1463,D,45,F,CC,A,,,
356-U1463D-46F-1-A,0,150,343.7,345.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows Sparse disseminated sand size shell fragments",,,,356,U1463,D,46,F,1,A,,,
356-U1463D-46F-2-A,0,150,345.2,346.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows",,,,356,U1463,D,46,F,2,A,,,
356-U1463D-46F-3-A,0,101,346.7,347.71,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,moderate [B06],3,,,"Unlithified, olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows A pyrite nodule 2 cm long. Sparse disseminated sand size shell fragments",,,,356,U1463,D,46,F,3,A,,,
356-U1463D-46F-4-A,0,75,347.71,348.46,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows",,,,356,U1463,D,46,F,4,A,,,
356-U1463D-47F-1-A,0,150,348.4,349.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, olive gray, homogeneous mudstone . Very sparse disseminated pyrite but mainly concentrated in burrows",,,,356,U1463,D,47,F,1,A,,,
356-U1463D-47F-2-A,0,150,349.9,351.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, light olive gray, homogeneous mudstone. Very sparse disseminated pyrite but mainly concentrated in burrows. Pyrite nodules (1 mm)",,,,356,U1463,D,47,F,2,A,,,
356-U1463D-47F-3-A,0,140,351.4,352.8,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, light olive gray, homogeneous mudstone with moderate bioturbation. Sparse disseminated pyrite but mainly concentrated in burrows Sparse disseminated sand size shell fragments and small benthic forams",,,,356,U1463,D,47,F,3,A,,,
