Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-49R-1-A,0.0,112.0,429.3,430.42,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,foraminifer,,,,Very dark greenish gray massive clast rich sandy diamictite - foram fag: 6 cm - carbonate cementation at 104 cm,,,,374,U1521,A,49,R,1,A,,,
374-U1521A-49R-2-A,0.0,133.0,430.42,431.75,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Very dark greenish gray massive to weakly stratified clast rich sandy diamictite - lonestone: 52, 95 cm - foram fragment: 64 cm - fossil fragments 29, 121, 103.5 - carbonate concretion: 125, 112",,,,374,U1521,A,49,R,2,A,,,
374-U1521A-49R-3-A,0.0,131.0,431.75,433.06,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Very dark greenish gray massive to very weakly interbedded clast rich sandy diamictite - lonestone: 95, 98.5 - fossil fragments: 43 - carbonate concretions: 63.5, 67, 77, 80, 91.5",,,,374,U1521,A,49,R,3,A,,,
374-U1521A-49R-4-A,0.0,150.0,433.06,434.56,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,,lonestone,,,"Very dark greenish gray massive clast rich sandy diamictite - lonestone: 15, 79, 121.5, 129.5 -carbonate concretion: 61 faint vein network: 36-44",,,,374,U1521,A,49,R,4,A,,,
374-U1521A-49R-5-A,0.0,125.0,434.56,435.81,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,lonestone,,,"Very dark greenish gray, massive, clast-rich sandy diamictite - lonestone: 12-13, 72-73 (igneous), 79-80,5 - foram frag: 36, 108 - fossil fragmennt: 68 - bivalve fragment: 27-28",,,,374,U1521,A,49,R,5,A,,,
374-U1521A-49R-6-A,0.0,151.0,435.81,437.32,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,lonestone,,,"Very dark greenish gray massive, clast-rich sabdy diamictite - lonestones 85-86, 95-101 - fossil frag. 105.5",,,,374,U1521,A,49,R,6,A,,,
374-U1521A-49R-7-A,0.0,88.0,437.32,438.2,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Very dark greenish gray massive, clast rich sandy diamictite - fossil fragment: 22-23 - lonestone: 24, 25.5, 53-55 - carbonate concretion: 29.5",,,,374,U1521,A,49,R,7,A,,,
374-U1521A-49R-8-A,0.0,69.0,438.2,438.89,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,,,,"Very dark greenish gray massive, clast-rich sandy diamictite - fossil frag: 49.5 - carbonate concretion: 28.5",,,,374,U1521,A,49,R,8,A,,,
374-U1521A-50R-1-A,0.0,151.0,438.9,440.41,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,lonestone,,,"Very dark greenish gray massive clast-rich sandy diamicte - faint vein network throughout - lonestones 97-98, 110.5-111.5 - fossil fragments 82, 125.5 cm",,,,374,U1521,A,50,R,1,A,,,
374-U1521A-50R-2-A,0.0,17.0,440.41,440.58,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,,,sharp boundary or contact,erosive,1-17 cm: Very dark greenish gray massive clast-rich sandy diamictite,,,,374,U1521,A,50,R,2,A,,,
374-U1521A-50R-2-A,17.0,23.5,440.58,440.645,,mudstone,,mudstone,flame structure,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,inclined boundary or contact,irregular,17-23.5 cm: inclined bed of dark greenish gray mudstone intermixed with flame structures at the top with a wavy sharp contact at the base. The top is also a sharp contact.,,,,374,U1521,A,50,R,2,A,,,
374-U1521A-50R-2-A,23.5,150.0,440.645,441.91,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,lonestone,,,"23.5 - 150: Very dark greenish gray, massive, clast rich sandy diamictite - fossil frag: 127.5, 123.5, 124 - lonestone: 101 (extrusive mafic), 98-99 (igneous), 60.5-65.5 (mafic, igneous), 56.5-58 (igneous) - foram 123 (or small concretion)",,,,374,U1521,A,50,R,2,A,,,
374-U1521A-50R-3-A,0.0,19.0,441.91,442.1,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,,,,,"Very dark greenish gray massive, clast-rich to clast poor sandy diamictite with interbeds of dark greenish gray mudstone. - 19-21 cm: intermixed mudstone - 23.5 - 29: bed of mudstone with wavy flame structures on upper boundary with sharp bottom boundary (GLEY 1 5/4) - 34-40: bed of mudstone with sharp upper boundary and wavy base with flame structures - lonestone: 30.5 - 32 cm - faint vein network throughout",,,,374,U1521,A,50,R,3,A,,,
374-U1521A-50R-3-A,19.0,29.0,442.1,442.2,,mudstone,,mudstone,flame structure,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,inclined boundary or contact,planar,interbeded clast-poor sandy diamictite and mudstone from 19-47 cm,,,,374,U1521,A,50,R,3,A,,,
374-U1521A-50R-3-A,29.0,34.0,442.2,442.25,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,,lonestone,inclined boundary or contact,planar,Lonestone at 30.5-32 cm.,,,,374,U1521,A,50,R,3,A,,,
374-U1521A-50R-3-A,34.0,47.0,442.25,442.38,,mudstone,,mudstone,vein network,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,undulating or wavy boundary or contact [BJ80],,Wavy base with flame structures.,,,,374,U1521,A,50,R,3,A,,,
374-U1521A-50R-3-A,47.0,129.0,442.38,443.2,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,gley 1 3/n (very dark gray),,,,,,,,,,,,,,,374,U1521,A,50,R,3,A,,,
374-U1521A-50R-4-A,0.0,137.0,443.2,444.57,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,foraminifer,lonestone,,,"Very dark greenish gray clast rich sandy diamictite with a bed near the bace of dark greenish gray mudstone between 117 - 129 cm - carbonate concretion: 32 cm - lonestone: 35.5-39 (basalt clast(?), 0-1, 52-53, 92-93, 128-129, 24.5-25.5 cm - foram frag: 22 cm",,,,374,U1521,A,50,R,4,A,,,
374-U1521A-50R-5-A,0.0,89.0,444.57,445.46,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,,,,"Very dark greenish gray, clast-rich sandy diamictite that grades into a dark greenish gray mudstone - fossil frags: 63, 86-88 - faint vein network, especially between 94-123 cm - 89-94: bed of intermixed dark greenish gray mudstone - 113-122: gradational change to dark greenish gray mudstone",,,,374,U1521,A,50,R,5,A,,,
374-U1521A-50R-5-A,89.0,94.0,445.46,445.51,,mudstone,,mudstone,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,374,U1521,A,50,R,5,A,,,
374-U1521A-50R-5-A,94.0,113.0,445.51,445.7,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,vein network,GLEY 1 3/N (very dark gray),,,,,,,,,gradational boundary or contact,,113-122 cm gradational change to dark greenish gray mudstone.,,,,374,U1521,A,50,R,5,A,,,
374-U1521A-50R-5-A,113.0,120.0,445.7,445.77,,,,,cross-bedding,,,,,,,,,,,,,,,,374,U1521,A,50,R,5,A,,,
374-U1521A-50R-5-A,113.0,140.0,445.7,445.97,,mudstone,,mudstone,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,374,U1521,A,50,R,5,A,,,
374-U1521A-50R-6-A,0.0,41.0,445.97,446.38,,mudstone,,mudstone,,GLEY 1 3/N (very dark gray),,,,,,,,,inclined boundary or contact,,"Dark greenish gray mudstone with dispersed clasts - 41-47 cm: inclined bed of sandy mud with dispersed clasts - lonestone: 54, 111.5, 117, 126 - carbonate concretion: 68-68.5, 113",,,,374,U1521,A,50,R,6,A,,,
374-U1521A-50R-6-A,41.0,47.0,446.38,446.44,,sandy mud(stone) to muddy sand(stone) [S54m],,sandy mud(stone) to muddy sand(stone),,,,,,,,,,,inclined boundary or contact,,Inclined bed of sandy mudstone with sidpersed clasts.,,,,374,U1521,A,50,R,6,A,,,
374-U1521A-50R-6-A,47.0,128.0,446.44,447.25,,mudstone,,mudstone,,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,,lonestone,,,"Carbonate concretion at 68-68.5 and 113 cm. Dropstone at 54, 115, 117, 126 cm.",,,,374,U1521,A,50,R,6,A,,,
374-U1521A-50R-7-A,0.0,35.0,447.25,447.6,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,50,R,7,A,,,
374-U1521A-50R-7-A,0.0,132.0,447.25,448.57,,sandy mud(stone) to muddy sand(stone) [S54m],,sandy mud(stone) to muddy sand(stone),,GLEY 1 3/N (very dark gray),,,,,cement,carbonate,shell fragment,lonestone,,,"Dark greenish gray sandy mud with dispersed clasts. Interlaminated throughout where laminations are irregular and offset of lamina is seen - carbonate concretion: 39 cm - dropstones: 31 - 34 (granite), 63-65, 121 - fossil fragments: 59-60",,,,374,U1521,A,50,R,7,A,,,
374-U1521A-50R-CC-A,0.0,12.0,448.57,448.69,,sandy mud(stone) to muddy sand(stone) [S54m],,sandy mud(stone) to muddy sand(stone),,GLEY 1 3/N (very dark gray),,,,,,,,,,,Dark greenish gray sandy mudstone with dispersed clasts,,,,374,U1521,A,50,R,CC,A,,,
374-U1521A-51R-1-A,0.0,110.0,448.5,449.6,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,,GLEY 1 3/N (very dark gray),,,,,,,shell fragment,lonestone,,,"Dark greenish gray sandy mudstone with dispersed clasts. Lonestone at 43-45, 73, and 101 cm. Fossil fragment at 46 and 85.5 cm.",,,,374,U1521,A,51,R,1,A,,,
374-U1521A-51R-2-A,0.0,74.0,449.6,450.34,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,,lonestone,,,"Dark greenish gray sandy mudstone with dispersed clasts. Lonestone at 17 and 20.5 cm. Carbonate concretion at 35-37, 66.5 cm.",,,,374,U1521,A,51,R,2,A,,,
374-U1521A-51R-CC-A,0.0,18.0,450.34,450.52,sandy,mudstone,,sandy mudstone,,GLEY 1 3/N (very dark gray),,,,,,,,,,,Dark greenish gray sandy mudstone with dispersed clasts.,,,,374,U1521,A,51,R,CC,A,,,
374-U1521A-52R-1-A,0.0,143.0,458.1,459.53,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Dark greenish mudstone with dispersed clasts. Lonestone at 30-31, 118-120 cm. Fossil fragments at 36.5 cm. Carbonate concretion at 17, 48, 49.5, and 79 cm.",,,,374,U1521,A,52,R,1,A,,,
374-U1521A-52R-1-A,84.0,96.0,458.94,459.06,,,,,,,,,,,cement,carbonate,,,,,,,,,374,U1521,A,52,R,1,A,,,
374-U1521A-52R-2-A,0.0,143.0,459.53,460.96,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Dark greenish gray mudstone with dispersed clasts. Lone stone at 19, 27, and 135 cm. Fossil fragments at 45-46 (?) and 61-61.5 cm. Carbonate concretion at 42.5 and 101-104 cm.",,,,374,U1521,A,52,R,2,A,,,
374-U1521A-52R-3-A,0.0,151.0,460.96,462.47,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Dark greenish gray mudstone with dispersed clasts. Lonestone at 5, 19.5, 58, 81, and 84-85 cm. Fossil fragment at 45 cm. Carbonate concretion at 24 and 101 cm.",,,,374,U1521,A,52,R,3,A,,,
374-U1521A-52R-4-A,0.0,128.0,462.47,463.75,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,,,,lonestone,,,"Dark greenish gray mudstone with dispersed clasts. Lonestone at 6, 17, 61, 64, 68, and 113.5 cm.",,,,374,U1521,A,52,R,4,A,,,
374-U1521A-52R-5-A,0.0,150.0,463.75,465.25,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,,lonestone,,,"Dark greenish gray mudstone with dispersed clasts. Lonestone at 33-34, 52-53, 133, and 141 cm. Carbonate concretion at 9, 58.5-63 (small, dispersed), and 109 cm.",,,,374,U1521,A,52,R,5,A,,,
374-U1521A-52R-6-A,0.0,115.0,465.25,466.4,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Dark greenish mudstone with dispersed clasts. Lonestone at 14, 26.5, and 109.5 cm. Carbonate concretion at 3, 10, 54, and 93 cm. gastrapod (?) at 9 cm.",,,,374,U1521,A,52,R,6,A,,,
374-U1521A-52R-7-A,0.0,73.0,466.4,467.13,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,vein network,GLEY 1 3/N (very dark gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Dark greenish gray mudstone with dispersed clasts. Lonestone at 10.5 cm. Fossil fragment at 54 and 56 cm. Carbonate concretion at 34, 36.5, 58, 68, 69 cm.",,,,374,U1521,A,52,R,7,A,,,
374-U1521A-53R-1-A,0.0,101.0,467.7,468.71,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"CaCO3 concretions at 27, 34, and 92 cm. Shell fragment at 62 cm.",,,,374,U1521,A,53,R,1,A,,,
374-U1521A-53R-2-A,0.0,144.0,468.71,470.15,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,CaCO3 concretion at 53 and 72 cm.,,,,374,U1521,A,53,R,2,A,,,
374-U1521A-53R-2-A,135.0,143.0,470.06,470.14,,,,,vein network,gley 1 5/n (gray),,,,,cement,carbonate,,,,,,,,,374,U1521,A,53,R,2,A,,,
374-U1521A-53R-3-A,0.0,103.0,470.15,471.18,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,Carbonate concretion at 26-27 cm. Shell fragment at 24 and 46 cm.,,,,374,U1521,A,53,R,3,A,,,
374-U1521A-53R-4-A,0.0,115.0,471.18,472.33,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragments at 16 and 36 cm.,,,,374,U1521,A,53,R,4,A,,,
374-U1521A-53R-5-A,0.0,148.0,472.33,473.81,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"Shell fragments at 34, 70, and 83 cm. CaCO3 concretion at 52-53 cm.",,,,374,U1521,A,53,R,5,A,,,
374-U1521A-53R-5-A,51.0,52.0,472.84,472.85,,,,,parallel lamination,,,,,,,,,,,,,,,,374,U1521,A,53,R,5,A,,,
374-U1521A-53R-6-A,0.0,137.0,473.81,475.18,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Basalt lonestone at 0-2 cm. Carbonate concretion at 9, 50, 106, and 109 cm. Shell fragment at 97 cm.",,,,374,U1521,A,53,R,6,A,,,
374-U1521A-53R-7-A,0.0,126.0,475.18,476.44,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Carbonate concretion at 43 and 121 cm.,,,,374,U1521,A,53,R,7,A,,,
374-U1521A-53R-8-A,0.0,108.0,476.44,477.52,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,contorted banding/soft sediment deformation,irregular,Shell fragment at 82 cm.,,,,374,U1521,A,53,R,8,A,,,
374-U1521A-53R-CC-A,0.0,19.0,477.52,477.71,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,53,R,CC,A,,,
374-U1521A-54R-1-A,0.0,139.0,477.3,478.69,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,Shell fragment at 10 cm. CaCO3 concretion at 83 cm.,,,,374,U1521,A,54,R,1,A,,,
374-U1521A-54R-2-A,0.0,127.0,478.69,479.96,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,54,R,2,A,,,
374-U1521A-54R-3-A,0.0,119.0,479.96,481.15,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,CaCO3 concretion at 88 cm. Shell fragment at 97 cm. Lonestone at 112-114 cm.,,,,374,U1521,A,54,R,3,A,,,
374-U1521A-54R-4-A,0.0,141.0,481.15,482.56,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,Shell fragment at 14 cm. Lonestone at 8 and 39 cm.,,,,374,U1521,A,54,R,4,A,,,
374-U1521A-54R-5-A,0.0,142.0,482.56,483.98,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,Shell fragment at 76 and 89 cm. CaCO3 concretion at 121 and 132 cm.,,,,374,U1521,A,54,R,5,A,,,
374-U1521A-54R-6-A,0.0,144.0,483.98,485.42,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,CaCO3 concretion at 45 cm.,,,,374,U1521,A,54,R,6,A,,,
374-U1521A-54R-7-A,0.0,77.0,485.42,486.19,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 13 and 16 cm.,,,,374,U1521,A,54,R,7,A,,,
374-U1521A-54R-8-A,0.0,93.0,486.19,487.12,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,CaCO3 concretion at 60 cm.,,,,374,U1521,A,54,R,8,A,,,
374-U1521A-54R-CC-A,0.0,23.0,487.12,487.35,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,54,R,CC,A,,,
374-U1521A-55R-1-A,0.0,139.0,486.9,488.29,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"Shell fragment at 14 cm. Carbonate concretion at 38, 84-86 cm.",,,,374,U1521,A,55,R,1,A,,,
374-U1521A-55R-2-A,0.0,124.0,488.29,489.53,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Shell fragment at 4, 18, and 101 cm. Carbonate concretion at 11-12, 64, 85 and 112 cm. Lonestone at 18-20 cm.",,,,374,U1521,A,55,R,2,A,,,
374-U1521A-55R-3-A,0.0,149.0,489.53,491.02,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,Shell fragment at 136 cm. Lonestone at 108-110 cm.,,,,374,U1521,A,55,R,3,A,,,
374-U1521A-55R-4-A,0.0,96.0,491.02,491.98,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Carbonate concretion at 57 cm. Lonestone at 0-4, 25-26 cm.",,,,374,U1521,A,55,R,4,A,,,
374-U1521A-55R-5-A,0.0,93.0,491.98,492.91,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,Carbonate concretion at 34 and 61 cm. Shell fragment at 43 cm (foraminirera?).,,,,374,U1521,A,55,R,5,A,,,
374-U1521A-56R-1-A,0.0,149.0,496.5,497.99,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,"Shell fragment at 12, 17 and 85 cm. *Caution;",,,,374,U1521,A,56,R,1,A,,,
374-U1521A-56R-2-A,0.0,105.0,497.99,499.04,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,sharp boundary or contact,irregular,,,,,374,U1521,A,56,R,2,A,,,
374-U1521A-56R-2-A,105.0,122.0,499.04,499.21,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,2,A,,,
374-U1521A-56R-2-A,122.0,123.0,499.21,499.22,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,2,A,,,
374-U1521A-56R-2-A,123.0,149.0,499.22,499.48,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,2,A,,,
374-U1521A-56R-3-A,0.0,115.0,499.48,500.63,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"Clast-poor muddy diamictite with clast-poor sandy diamictite. Carbonate concretion at 42, 68 cm. Shell fragment at 68 and 75 cm.",,,,374,U1521,A,56,R,3,A,,,
374-U1521A-56R-3-A,115.0,116.0,500.63,500.64,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Clast-poor muddy diamictite with clast-poor sandy diamictite. Carbonate concretion at 116cm.,,,,374,U1521,A,56,R,3,A,,,
374-U1521A-56R-3-A,116.0,124.0,500.64,500.72,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Clast-poor muddy diamictite with clast-poor sandy diamictite. Carbonate concretion at 116cm.,,,,374,U1521,A,56,R,3,A,,,
374-U1521A-56R-4-A,0.0,55.0,500.72,501.27,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,"Clast-poor muddy diamictite with clast-poor sandy diamictite. Carbonate concretion at 23 and 30 cm. *Caution; ""Disturbed"" on the cap!",,,,374,U1521,A,56,R,4,A,,,
374-U1521A-56R-4-A,55.0,60.0,501.27,501.32,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Clast-poor muddy diamictite with clast-poor sandy diamictite.,,,,374,U1521,A,56,R,4,A,,,
374-U1521A-56R-4-A,60.0,120.0,501.32,501.92,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Clast-poor muddy diamictite with clast-poor sandy diamictite. Carbonate concretion at 63 and 114 cm. Lonestone 80-82 cm (in situ? due to drilling disturbance). *Caution; ""Disturbed"" on the cap!",,,,374,U1521,A,56,R,4,A,,,
374-U1521A-56R-5-A,0.0,80.0,501.92,502.72,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,"Clast-poor muddy diamictite with clast-poor sandy diamictite. Shell fragment at 69 cm. *Note; ""Disturbed"" on the cap.",,,,374,U1521,A,56,R,5,A,,,
374-U1521A-56R-6-A,0.0,13.0,502.72,502.85,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,"Clast-poor muddy diamictite with faint lamination. *Note; ""Disturbed"" on the cap.",,,,374,U1521,A,56,R,6,A,,,
374-U1521A-56R-6-A,13.0,31.0,502.85,503.03,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,calcite,,,inclined boundary or contact,,"Faint lamination with sharp inclined contact at 31 cm. Carbonate concretion at 27 cm. *Note; ""Disturbed"" on the cap.",,,,374,U1521,A,56,R,6,A,,,
374-U1521A-56R-6-A,31.0,44.0,503.03,503.16,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,"Clast-poor muddy diamictite with faint lamination. *Note; ""Disturbed"" on the cap.",,,,374,U1521,A,56,R,6,A,,,
374-U1521A-56R-7-A,0.0,13.0,503.16,503.29,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,13.0,15.0,503.29,503.31,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Faint wavy thin laminae at 13-15 cm.,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,15.0,30.0,503.31,503.46,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Shell fragment at 19 and 23 cm.,,,,374,U1521,A,56,R,7,A,,,
