dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
,344-U1380C-6R-1-A,344,U1380,C,6,6-1,R,1,A,141,150,478.21,478.3,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,"proportion of fine sand in siltstone is variable with gradational transitions and no clear boundaries
",,,,,,,,,moderate [BP01],,,moderate [B06],3,"sand proportion higher than previous sections; drilling disturbance is severe between 0-31 cm, but moderate between 31 and 150  cm; boioturbation observed in the silty-sandy layers
 ",,,,,,,
,344-U1380C-6R-2-A,344,U1380,C,6,6-2,R,2,A,0,6,478.3,478.36,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-2-A,344,U1380,C,6,6-2,R,2,A,6,134,478.36,479.64,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-2-A,344,U1380,C,6,6-2,R,2,A,134,137,479.64,479.67,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-2-A,344,U1380,C,6,6-2,R,2,A,137,150,479.67,479.8,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-3-A,344,U1380,C,6,6-3,R,3,A,0,51,479.8,480.31,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-3-A,344,U1380,C,6,6-3,R,3,A,51,52,480.31,480.32,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-3-A,344,U1380,C,6,6-3,R,3,A,52,119,480.32,480.99,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-3-A,344,U1380,C,6,6-3,R,3,A,119,122,480.99,481.02,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-3-A,344,U1380,C,6,6-3,R,3,A,122,152,481.02,481.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-6R-4-A,344,U1380,C,6,6-4,R,4,A,0,63,481.32,481.95,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-4-A,344,U1380,C,6,6-4,R,4,A,63,68,481.95,482,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-4-A,344,U1380,C,6,6-4,R,4,A,68,126,482,482.58,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-5-A,344,U1380,C,6,6-5,R,5,A,0,120,482.58,483.78,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-5-A,344,U1380,C,6,6-5,R,5,A,120,150,483.78,484.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,0,3,484.08,484.11,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,3,6,484.11,484.14,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,6,26,484.14,484.34,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,26,29,484.34,484.37,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,29,52,484.37,484.6,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,52,57,484.6,484.65,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-6R-6-A,344,U1380,C,6,6-6,R,6,A,57,150,484.65,485.58,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-7-A,344,U1380,C,6,6-7,R,7,A,0,97,485.58,486.55,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-6R-CC-A,344,U1380,C,6,6-CC,R,CC,A,0,10,486.55,486.65,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,,,,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon showing sometimes elongation.",,,,,,,
,344-U1380C-7R-1,344,U1380,C,7,7-1,R,1,,0,26,486.5,486.76,washed gravel,destroyed [drilling disturbance],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-7R-1,344,U1380,C,7,7-1,R,1,,26,150,486.76,488,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,0,13,488,488.13,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,13,15,488.13,488.15,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,15,40,488.15,488.4,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,40,41,488.4,488.41,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,41,79,488.41,488.79,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,79,122,488.79,489.22,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,sediment [USGS],pebble [W22_2],elongate,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon. Between 137 and 150 horizon of reworking",,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,122,123,489.22,489.23,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,123,145,489.23,489.45,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,sediment [USGS],pebble [W22_2],elongate,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon. Between 137 and 150 horizon of reworking",,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,145,148,489.45,489.48,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-2-A,344,U1380,C,7,7-2,R,2,A,148,150,489.48,489.5,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,sediment [USGS],pebble [W22_2],elongate,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon. Between 137 and 150 horizon of reworking",,,,,,,
,344-U1380C-7R-3-A,344,U1380,C,7,7-3,R,3,A,0,7,489.5,489.57,fractured,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,sand [W22_1],3,cm-thick horizons of fine sandstone at base,sediment [USGS],pebble [W22_2],elongate,,,,,,moderate [BP01],,,moderate [B06],3,"several fining upward sequences starting with an erosional contact and cm-thick horizons of fine sandstone, transitioning into silty claystone at top that is often charcaterized by a moderately to highly bioturbated carbonaceous cm-scaled horizon. Between 137 and 150 horizon of reworking",,,,,,,
,344-U1380C-7R-3-A,344,U1380,C,7,7-3,R,3,A,7,11,489.57,489.61,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-3-A,344,U1380,C,7,7-3,R,3,A,11,120,489.61,490.7,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-7R-3-A,344,U1380,C,7,7-3,R,3,A,120,150,490.7,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,0,89,491,491.89,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,,,,,,,,,,,,,,two extremely disturbed horizons by drilling at 17 through 31 and 67 to 80 cm,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,89,90,491.89,491.9,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,90,94,491.9,491.94,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,,,,,,,,,,,,,,two extremely disturbed horizons by drilling at 17 through 31 and 67 to 80 cm,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,94,94.5,491.94,491.945,,,,,tephra [FS84],,10BG 4/1 (dark greenish gray),tephra ,tephra ,very fine sand [W22_2],3,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,94.5,95,491.945,491.95,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,95,96,491.95,491.96,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-4-A,344,U1380,C,7,7-4,R,4,A,96,133,491.96,492.33,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,0,6,492.33,492.39,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,6,20,492.39,492.53,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,20,28,492.53,492.61,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,28,30,492.61,492.63,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,30,45,492.63,492.78,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,45,48,492.78,492.81,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,48,60,492.81,492.93,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,60,64,492.93,492.97,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,64,72,492.97,493.05,fractured,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,72,74,493.05,493.07,,,,,tuff [MMK88],,10YR 3/2 (very dark grayish brown),tuff ,tuff ,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,74,77,493.07,493.1,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,77,82,493.1,493.15,fractured,destroyed [drilling disturbance],8,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,<cm-thick horizons of fine sandstone at base,pyrite,pebble [W22_2],,,,,,,,,,,,Common prite pods less than 5 mm in size distributed all over the horizon,,,,,,,
,344-U1380C-7R-5-A,344,U1380,C,7,7-5,R,5,A,82,85,493.15,493.18,,slight to moderate [drilling disturbance],3,,sandstone [USGS],,10GY 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
