Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
375-U1520D-4H-6-A,103,118.0,33.55,33.7,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),,,,,medium bed [B01],unconsolidated,,,,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance.",,,,375,U1520,D,4,H,6,A,,,
375-U1520D-4H-7-A,0,100.0,33.7,34.7,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 1, 20, 30, 34, 39, 54, 63, 64, 66, 81, 90, 100 cm.",,,,375,U1520,D,4,H,7,A,,,
375-U1520D-4H-CC-A,0,17.0,34.7,34.87,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 11, 15 cm.",,,,375,U1520,D,4,H,CC,A,,,
375-U1520D-5H-1-A,0,48.0,34.5,34.98,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 17, 20, 25, 35 cm.",,,,375,U1520,D,5,H,1,A,,,
375-U1520D-5H-1-A,48,96.0,34.98,35.46,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance.",,,,375,U1520,D,5,H,1,A,,,
375-U1520D-5H-1-A,96,149.0,35.46,35.99,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 130.5, 145 cm.",,,,375,U1520,D,5,H,1,A,,,
375-U1520D-5H-2-A,0,66.0,35.99,36.65,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 15, 23, 25, 28, 33, 36, 41, 43, 44, 51, 56, cm.",,,,375,U1520,D,5,H,2,A,,,
375-U1520D-5H-2-A,66,84.0,36.65,36.83,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,,,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance.",,,,375,U1520,D,5,H,2,A,,,
375-U1520D-5H-2-A,84,134.0,36.83,37.33,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 115, 121, 126, 132 cm.",,,,375,U1520,D,5,H,2,A,,,
375-U1520D-5H-3-A,0,124.0,37.48,38.72,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 11, 28, 47, 62, 80, 94, 111, 121 cm.",,,,375,U1520,D,5,H,3,A,,,
375-U1520D-5H-4-A,0,104.0,38.97,40.01,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 3, 23, 46, 50, 73, 83, 89, 92, 96, 99 cm.",,,,375,U1520,D,5,H,4,A,,,
375-U1520D-5H-4-A,104,124.0,40.01,40.21,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),,,,,medium bed [B01],unconsolidated,normal grading,poor [2014],,,,,,,,,,,,Fine sand with normal grading.,,,,375,U1520,D,5,H,4,A,,,
375-U1520D-5H-5-A,0,134.0,40.47,41.81,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 11, 17, 27, 29, 55, 65, 77, 93, 101, 121 cm.",,,,375,U1520,D,5,H,5,A,,,
375-U1520D-5H-6-A,0,150.0,41.97,43.47,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 9, 13, 18, 24, 36, 41, 57, 71, 77, 85, 97, 113, 116, 141 cm.",,,,375,U1520,D,5,H,6,A,,,
375-U1520D-5H-7-A,0,70.0,43.47,44.17,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 2, 8, 16, 19, 41, 50, 61, 69 cm.",,,,375,U1520,D,5,H,7,A,,,
375-U1520D-5H-CC-A,0,8.0,44.17,44.25,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,Alternating silt and mud layers with normal grading. Silt layer at 8 cm.,,,,375,U1520,D,5,H,CC,A,,,
375-U1520D-6H-1-A,0,50.0,44.0,44.5,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 13, 16, 23, 33, 43 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,6,H,1,A,,,
375-U1520D-6H-1-A,50,136.0,44.5,45.36,,,sand,,sand,sand,sand,N 4 (dark gray),planar,,planar ,,thick bed [B01],unconsolidated,normal grading,poor [2014],,,,,,,,,,,,Medium sand with normal grading rich in shell fragments. Continues in section 2.,,,,375,U1520,D,6,H,1,A,,,
375-U1520D-6H-2-A,0,80.0,45.36,46.16,,,sand,,sand,sand,sand,N 4 (dark gray),planar,sharp,planar sharp,,thick bed [B01],unconsolidated,normal grading,poor [2014],,,,,,,,,,,,Medium sand with normal grading rich in shell fragments. Continues from section 1.,,,,375,U1520,D,6,H,2,A,,,
375-U1520D-6H-2-A,80,136.0,46.16,46.72,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 83, 87, 90, 97, 107, 126 cm.",,,,375,U1520,D,6,H,2,A,,,
375-U1520D-6H-3-A,0,36.0,46.87,47.23,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 6, 8, 17, 32, cm.",,,,375,U1520,D,6,H,3,A,,,
375-U1520D-6H-3-A,36,51.0,47.23,47.38,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,Fine sand with normal grading.,,,,375,U1520,D,6,H,3,A,,,
375-U1520D-6H-3-A,51,150.0,47.38,48.37,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 64, 78, 80, 85, 95, 103, 111, 129, 141, 148 cm.",,,,375,U1520,D,6,H,3,A,,,
375-U1520D-6H-4-A,0,150.0,48.37,49.87,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 11, 27, 36, 39, 56, 60, 70, 94, 102, 105, 109, 125, 133, 146 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,6,H,4,A,,,
375-U1520D-6H-5-A,0,137.0,49.87,51.24,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 7, 23, 28, 46, 56, 60, 71, 82, 85, 94, 112, 118, 124, 128 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,6,H,5,A,,,
375-U1520D-6H-6-A,0,102.0,51.39,52.41,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 19, 29, 33, 42, 54, 69, 81, 97, 100 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,6,H,6,A,,,
375-U1520D-6H-6-A,102,124.0,52.41,52.63,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,normal grading,poor [2014],,,,,,,,,,,,Fine sand with normal grading.,,,,375,U1520,D,6,H,6,A,,,
375-U1520D-6H-7-A,0,58.0,52.63,53.21,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 7, 12, 15, 19, 23, 30, 50, 54 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,6,H,7,A,,,
375-U1520D-7H-1-A,0,136.0,53.5,54.86,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layer at 8,20, 26, 31, 39, 59, 63, 68, 76, 90, 94, 108, 127, 131, 137 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,7,H,1,A,,,
375-U1520D-7H-2-A,0,46.0,55.01,55.47,,,alternating sand/mud layers,with nannofossils,alternating sand/mud layers,alternating sand/mud layers with nannofossils,alternating sand/mud layers with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt/fine sand and mud layers with normal grading. Silt/fine sand layer at 9, 11, 22, 33, 39 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,7,H,2,A,,,
375-U1520D-7H-2-A,46,78.0,55.47,55.79,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,thick bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance.",,,,375,U1520,D,7,H,2,A,,,
375-U1520D-7H-2-A,78,89.0,55.79,55.9,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,Alternating silt and mud layers with normal grading. Silt layer at 85 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.,,,,375,U1520,D,7,H,2,A,,,
375-U1520D-7H-2-A,89,151.0,55.9,56.52,,,sand,,sand,sand,sand,N 4 (dark gray),planar,sharp,planar sharp,,thick bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,Medium sand with normal grading. Sand continues in next section.,,,,375,U1520,D,7,H,2,A,,,
375-U1520D-7H-3-A,0,17.0,56.52,56.69,,,sand,,sand,sand,sand,N 4 (dark gray),planar,sharp,planar sharp,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Medium sand with normal grading. Sand continues from previous section.,,,,375,U1520,D,7,H,3,A,,,
375-U1520D-7H-3-A,17,29.0,56.69,56.81,,,alternating sand/mud layers,with nannofossils,alternating sand/mud layers,alternating sand/mud layers with nannofossils,alternating sand/mud layers with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,planar lamination,,,,,,,,Alternating silt and mud layers with normal grading. Silt layer at 85 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.,,,,375,U1520,D,7,H,3,A,,,
375-U1520D-7H-3-A,29,97.0,56.81,57.49,,,sand,,sand,sand,sand,N 4 (dark gray),,,,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Very thick medium sand with shell fragments and foraminifers. Sand continues in next sections until the bottom of core. Soupy drilling disturbance.,,,,375,U1520,D,7,H,3,A,,,
375-U1520D-7H-4-A,0,108.0,57.49,58.57,,,sand,,sand,sand,sand,N 4 (dark gray),,,,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Very thick medium sand with shell fragments and foraminifers. Sand continues in next sections until the bottom of core. Soupy drilling disturbance.,,,,375,U1520,D,7,H,4,A,,,
375-U1520D-7H-5-A,0,119.0,58.57,59.76,,,sand,,sand,sand,sand,N 4 (dark gray),,,,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Very thick medium sand with shell fragments and foraminifers. Sand continues in next sections until the bottom of core. Soupy drilling disturbance.,,,,375,U1520,D,7,H,5,A,,,
375-U1520D-7H-6-A,0,90.0,59.76,60.66,,,sand,,sand,sand,sand,N 4 (dark gray),,,,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Very thick medium sand with shell fragments and foraminifers. Sand continues in next sections until the bottom of core. Soupy drilling disturbance.,,,,375,U1520,D,7,H,6,A,,,
375-U1520D-7H-7-A,0,50.0,60.66,61.16,,,sand,,sand,sand,sand,N 4 (dark gray),,,,,thick bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,Very thick medium sand with shell fragments and foraminifers. Sand continues in next sections until the bottom of core. Soupy drilling disturbance.,,,,375,U1520,D,7,H,7,A,,,
375-U1520D-8H-1-A,0,42.0,63.0,63.42,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt/fine sand and mud layers with normal grading. Silt/fine sand layer at 10, 33 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,8,H,1,A,,,
375-U1520D-8H-1-A,42,70.0,63.42,63.7,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance.",,,,375,U1520,D,8,H,1,A,,,
375-U1520D-8H-1-A,70,135.0,63.7,64.35,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt/fine sand and mud layers with normal grading. Silt/fine sand layer at 79, 98, 102, 104, 106, 120, 133 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,8,H,1,A,,,
375-U1520D-8H-2-A,0,115.0,64.5,65.65,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5GY 5/1 (greenish gray),planar,sharp,planar sharp,,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt/fine sand and mud layers with normal grading. Silt/fine sand layer at 23, 43, 53, 63, 79, 92, 105 cm. Mud occur also with a lighter tone of greenish gray and is richer in nannofossils.",,,,375,U1520,D,8,H,2,A,,,
375-U1520D-8H-2-A,115,132.0,65.65,65.82,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance. Continues until bottom of core.",,,,375,U1520,D,8,H,2,A,,,
375-U1520D-8H-3-A,0,107.0,65.82,66.89,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance. Continues until bottom of section",,,,375,U1520,D,8,H,3,A,,,
375-U1520D-8H-4-A,0,112.0,66.89,68.01,,,fine sand [USGS],,fine sand,fine sand,fine sand,N 4 (dark gray),planar,sharp,planar sharp,,medium bed [B01],unconsolidated,,poor [2014],,,,,,,,,,,,"Fine sand. Cannot see normal grading, though this could be due to the soupy drilling disturbance. Continues until bottom of core.",,,,375,U1520,D,8,H,4,A,,,
