Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394A-22X-1-A,340,U1394,A,22,22-1,X,1,A,0.0,22.0,187.1,187.32,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Discrete blocks and pieces of hemipelagic mud.,2.0,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,organic material,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-22X-1-A,340,U1394,A,22,22-1,X,1,A,22.0,28.0,187.32,187.38,destroyed [drilling disturbance],8,volcaniclastic-conglomerate [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Pumice pebbles,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-22X-1-A,340,U1394,A,22,22-1,X,1,A,28.0,36.0,187.38,187.46,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,Piece of hemipelagic clay,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,organic matter,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-23X-1-A,340,U1394,A,23,23-1,X,1,A,0.0,17.0,196.7,196.87,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,1.0,0,,0,,50,coarse sand [T07],0,,0,,0,,50,coarse sand [T07],,contain volcanic and biogenic clasts. ,angular,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-23X-1-A,340,U1394,A,23,23-1,X,1,A,17.0,19.0,196.87,196.89,moderate [drilling disturbance],4,ash [F&S84],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-23X-1-A,340,U1394,A,23,23-1,X,1,A,19.0,48.0,196.89,197.18,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,1.0,0,,0,,100,medium sand [T07],0,,0,,0,,0,,,"concentration of bioturbation, with greenish layer.
 ",angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-23X-1-A,340,U1394,A,23,23-1,X,1,A,48.0,53.0,197.18,197.23,moderate [drilling disturbance],4,calcareous sand [Leg210],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-23X-1-A,340,U1394,A,23,23-1,X,1,A,53.0,93.0,197.23,197.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,1.0,0,,0,,100,fine medium sand [T07],0,,0,,0,,0,,,"concentration of bioturbation, with greenish layer.
 ",angular,,,,,,,,,,,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-23X-CC-A,340,U1394,A,23,23-CC,X,CC,A,0.0,3.0,197.63,197.66,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,fine medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-23X-CC-A,340,U1394,A,23,23-CC,X,CC,A,3.0,26.0,197.66,197.89,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,hemipelagic mud with glauconite layers,5.0,0,,0,,0,,0,,0,,0,,100,fine medium sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,95,,,,,,,,
340-U1394A-23X-CC-A,340,U1394,A,23,23-CC,X,CC,A,26.0,33.0,197.89,197.96,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,significant bioturbation,2.0,0,,0,,0,,0,,0,,0,,100,fine medium sand [T07],,organic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-23X-CC-A,340,U1394,A,23,23-CC,X,CC,A,33.0,38.0,197.96,198.01,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,0.0,12.0,206.2,206.32,slight [drilling disturbance],2,carbonate ooze [Leg178],50.0,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],50.0,silt-fine mud [T07],2,100,"There are vague greenish layer at 4.5 cm and 7 cm.
",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,12.0,80.0,206.32,207.0,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,80.0,92.0,207.0,207.12,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2,,,,,100,"Upper part of this layer is severely bioturbated, which resulted in gradual change to upper carbonate ooze. The original layer could be volcanic fallout or turbidite showing normal grading from upper silt-fine mud to lower fine sand size.",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,92.0,97.0,207.12,207.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,97.0,102.0,207.17,207.22,slight [drilling disturbance],2,carbonate ooze [Leg178],50.0,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],50.0,silt-fine mud [T07],2,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-1-A,340,U1394,A,24,24-1,X,1,A,102.0,120.0,207.22,207.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,0.0,2.5,207.4,207.425,destroyed [drilling disturbance],8,,,,,,,,,,"Void
",0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,2.5,15.0,207.425,207.55,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],60.0,silt-fine mud [T07],2,carbonate ooze [Leg178],40.0,silt-fine mud [T07],2,100,significant bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,100,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,15.0,18.0,207.55,207.58,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,2,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,98,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,18.0,30.0,207.58,207.7,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],55.0,fine medium sand [T07],5,carbonate ooze [Leg178],45.0,silt-fine mud [T07],2,100,significant bioturbation,1.0,0,,0,,0,,0,,0,,0,,1,medium sand [T07],,biogenic,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,99,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,30.0,41.0,207.7,207.81,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],90.0,fine medium sand [T07],5,carbonate ooze [Leg178],10.0,silt-fine mud [T07],2,100,significant bioturbation,10.0,0,,10,coarse sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,90,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,41.0,43.5,207.81,207.835,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,10.0,0,,5,coarse sand [T07],0,,0,,0,,0,,5,coarse sand [T07],,biogenic,angular,,,,,,,,,,,,moderately well [BP01],absent [alteration],0,,,,,,90,,,,,,,,
340-U1394A-24X-2-A,340,U1394,A,24,24-2,X,2,A,43.5,66.0,207.835,208.06,severe [drilling disturbance],7,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,significant bioturbation,5.0,0,,5,medium sand [T07],0,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,95,,,,,,,,
340-U1394A-24X-CC-A,340,U1394,A,24,24-CC,X,CC,A,0.0,1.0,208.06,208.07,high [drilling disturbance],6,calcareous sand [Leg210],100.0,fine medium sand [T07],5,,,,,100,"coarser grained, ply sorted carbonated sand.",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-24X-CC-A,340,U1394,A,24,24-CC,X,CC,A,1.0,25.0,208.07,208.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,"hemipelagic carbonate mud with common bioturbation.
",0.0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-24X-CC-A,340,U1394,A,24,24-CC,X,CC,A,25.0,30.0,208.31,208.36,,,,,,,,,,,,PAL,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1394A-25X-CC-A,340,U1394,A,25,25-CC,X,CC,A,0.0,4.0,215.8,215.84,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Hornblende andesite,100.0,0,,0,,100,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-25X-CC-A,340,U1394,A,25,25-CC,X,CC,A,4.0,7.0,215.84,215.87,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Hornblende andesite,100.0,0,,0,,100,,0,,0,,0,,0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-25X-CC-A,340,U1394,A,25,25-CC,X,CC,A,7.0,15.5,215.87,215.955,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Hornblende andesite,100.0,0,,0,,100,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-25X-CC-A,340,U1394,A,25,25-CC,X,CC,A,15.5,19.5,215.955,215.995,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,"Hornblende andesite, 5YR3/2",100.0,0,,0,,100,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-25X-CC-A,340,U1394,A,25,25-CC,X,CC,A,19.5,25.0,215.995,216.05,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,"Hornblende andesite, 5YR3/2",100.0,0,,0,,100,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-26X-CC-A,340,U1394,A,26,26-CC,X,CC,A,0.0,11.0,225.3,225.41,,,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,"vesiculated volcanics, grey, white, brown colored, 0.5 to 4cm clasts with poor sorted matrix (silt-medium sand)",40.0,,,0,,0,,100,,0,,0,,0,,,,angular,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-26X-CC-A,340,U1394,A,26,26-CC,X,CC,A,11.0,15.0,225.41,225.45,,,volcaniclastic-sand [BGS-S81],100.0,,,,,,,100,laminated? volcaniclastic sand,0.0,,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-26X-CC-A,340,U1394,A,26,26-CC,X,CC,A,15.0,20.0,225.45,225.5,,,,,,,,,,,,to PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-27X-CC-A,340,U1394,A,27,27-CC,X,CC,A,0.0,12.0,234.9,235.02,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,Basaltic and andesitic to dacitic massive or vesiculated lava clasts.,100.0,0,,0,,40,,60,,0,,0,,0,,,,angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,
