Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417E-37R-2-A,51,54.5,682.43,682.465,,sand [Leg210],with silt [Leg339],sand  with silt ,,,normal grading,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-37R-2-A,54.5,84,682.465,682.76,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-37R-CC-A,0,20,682.76,682.96,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-37R-CC-A,20,25,682.96,683.01,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-38R-1-A,0,46,690.1,690.56,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,5G 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-38R-1-A,46,51,690.56,690.61,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-38R-1-A,51,82,690.61,690.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-38R-1-A,82,108,690.92,691.18,muddy [Leg339],silt [Leg210],,muddy  silt ,,,normal grading,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-38R-1-A,108,117,691.18,691.27,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-38R-1-A,117,150,691.27,691.6,muddy [Leg339],silt [Leg210],,muddy  silt ,,,normal grading,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-38R-2-A,0,62,691.6,692.22,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-38R-2-A,62,64,692.22,692.24,,mud [Leg210],,mud ,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-38R-2-A,64,67,692.24,692.27,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-38R-2-A,67,150,692.27,693.1,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 3 (very dark gray),heavy [DB86],3,,2,,,granule [W22_2],rounded,,,,,,"2 sand clasts  at 92 and 105 cm, rounded, rip-up; mud mottled with silt patches",,,,,
341-U1417E-38R-3-A,0,148,693.1,694.58,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,2,,,pebble [W22_2],rounded,,,,,,"2 sand clasts, rip-up, 2 cm long axis at 5 cm, 0.5 cm at 20 cm",,,,,
341-U1417E-38R-3-A,148,150,694.58,694.6,,,,,,,,,,,,,,,,,,,,,,MBIO,,,,,
341-U1417E-38R-4-A,0,30,694.6,694.9,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-38R-4-A,30,48,694.9,695.08,,mud [Leg210],,mud ,,,,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-38R-4-A,48,69,695.08,695.29,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-38R-4-A,69,82,695.29,695.42,,mud [Leg210],,mud ,,,,10YR 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-38R-CC-A,0,11,695.42,695.53,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-38R-CC-A,11,15,695.53,695.57,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-39R-1-A,0,42,699.8,700.22,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-39R-1-A,42,55,700.22,700.35,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"coarse sand; jet black clasts abundant, green flaky diatom ooze clasts, abundant ",sharp contact,planar,,,
341-U1417E-39R-1-A,55,65,700.35,700.45,,silt [Leg210],with sand [Leg339],silt  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt with sand; jet black clasts abundant, green flaky diatom ooze clasts, abundant ",sharp contact,planar,,,
341-U1417E-39R-2-A,0,11,700.45,700.56,,,,,,,,,,,,,,,,,,,,,,SAFF,,,,,
341-U1417E-39R-2-A,11,55.5,700.56,701.005,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-39R-2-A,55.5,68,701.005,701.13,,mud [Leg210],,mud ,,,color banding,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-39R-2-A,68,105,701.13,701.5,muddy [Leg339],sand [Leg210],,muddy  sand ,,,normal grading,N 3 (very dark gray),,,,,,,,,,,,,,gradational top contact,sharp contact,planar,,,
341-U1417E-39R-2-A,105,136,701.5,701.81,,mud [Leg210],,mud ,,,color banding,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-39R-3-A,0,2.5,701.81,701.835,,mud [Leg210],,mud ,,,,2.5Y 6/1 (gray),,,,,,,,,,,,,,"hard, cemented, not carbonaceous",,,,,
341-U1417E-39R-3-A,2.5,96,701.835,702.77,,mud [Leg210],,mud ,,,,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-39R-3-A,96,111,702.77,702.92,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-39R-4-A,0,91,702.92,703.83,,mud [Leg210],,mud ,,,color banding,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,occasional thin light coloured laminae in groups of 3 to 5,,,,,
341-U1417E-39R-4-A,91,103,703.83,703.95,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sharp top contact, down faulted in mm scale",sharp contact,planar,,,
341-U1417E-39R-4-A,103,144,703.95,704.36,,mud [Leg210],,mud ,,,color banding,10YR 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-39R-4-A,144,149,704.36,704.41,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-39R-5-A,0,2.5,704.41,704.435,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,coarse sand,,,,,
341-U1417E-39R-5-A,2.5,23.5,704.435,704.645,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,brown/green color bands,,,,,
341-U1417E-39R-5-A,23.5,47,704.645,704.88,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,"33.5cm: black thin lamination;
35-37cm: white mottles, bioturbation;
45-46cm: white thin laminations",gradational contact,,,,
341-U1417E-39R-5-A,47,89,704.88,705.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-39R-5-A,89,99,705.3,705.4,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,95-97cm: white thin laminae,,,,,
341-U1417E-39R-5-A,99,105,705.4,705.46,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10GY 6/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-5-A,105,125,705.46,705.66,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-6-A,0,2,705.66,705.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-6-A,2,13,705.68,705.79,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10GY 6/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,gradational contact,biotubated,,,
341-U1417E-39R-6-A,13,31,705.79,705.97,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,20.5-21.5: black thin lamination,gradational contact,,,,
341-U1417E-39R-6-A,31,50,705.97,706.16,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,black/brownish burrowing,gradational contact,,,,
341-U1417E-39R-6-A,50,140,706.16,707.06,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-6-A,140,145,707.06,707.11,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,brown burrowing,,,,,
341-U1417E-39R-7-A,0,11,707.11,707.22,,,,,,,,,,,,,,,,,,,,,,SCRE,,,,,
341-U1417E-39R-7-A,11,30,707.22,707.41,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-7-A,30,44,707.41,707.55,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-CC-A,0,7,707.55,707.62,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-39R-CC-A,7,23,707.62,707.78,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,irregular,,,
341-U1417E-39R-CC-A,23,28,707.78,707.83,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
