Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-21X-3-A,334,U1379,C,21,21-3,X,3,A,92,145,124.42,124.95,N 3,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,sparse carbonate-cemented concretions up to 1 cm diameter towards the middle and the bottom of the layer,
334-U1379C-21X-4-A,334,U1379,C,21,21-4,X,4,A,0,79,124.95,125.74,N 3,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,sparse carbonate-cemented concretions up to 1 cm diameter towards the middle and the bottom of the layer,
334-U1379C-21X-CC-A,334,U1379,C,21,21-CC,X,CC,A,0,40,125.74,126.14,N 3,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,sparse carbonate-cemented concretions up to 1 cm diameter towards the middle and the bottom of the layer,
334-U1379C-22X-1-A,334,U1379,C,22,22-1,X,1,A,0,35,130.3,130.65,5GY 5/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,fine sand [U14W22],,consolidated,Interbedded silt and sand,
334-U1379C-22X-2-A,334,U1379,C,22,22-2,X,2,A,0,35,130.65,131,5GY 5/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,fine sand [U14W22],,consolidated,Interbedded silt and sand,
334-U1379C-22X-2-A,334,U1379,C,22,22-2,X,2,A,35,58,131,131.23,10GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-22X-2-A,334,U1379,C,22,22-2,X,2,A,58,135,131.23,132,5GY 5/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand,
334-U1379C-22X-2-A,334,U1379,C,22,22-2,X,2,A,135,150,132,132.15,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-3-A,334,U1379,C,22,22-3,X,3,A,0,150,132.15,133.65,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-4-A,334,U1379,C,22,22-4,X,4,A,0,150,133.65,135.15,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-5-A,334,U1379,C,22,22-5,X,5,A,0,150,135.15,136.65,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-6-A,334,U1379,C,22,22-6,X,6,A,0,150,136.65,138.15,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-7-A,334,U1379,C,22,22-7,X,7,A,0,110,138.15,139.25,gley 1 3/10y,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,Interbedded silt and sand. Localized lenses of extensively weathering clay.,
334-U1379C-22X-8-A,334,U1379,C,22,22-8,X,8,A,0,75,139.25,140,N 3,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,locally Interbedded silt and altered sand layers. Color is getting darker down section.,
334-U1379C-23X-1-A,334,U1379,C,23,23-1,X,1,A,0,150,140.1,141.6,10G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,occassionally interbedded with wethered sand layers,
334-U1379C-23X-2-A,334,U1379,C,23,23-2,X,2,A,0,124,141.6,142.84,10G 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,occassionally interbedded with wethered sand layers,
334-U1379C-23X-2-A,334,U1379,C,23,23-2,X,2,A,124,150,142.84,143.1,10G 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Interbeded with weathered sand layers,
334-U1379C-23X-3-A,334,U1379,C,23,23-3,X,3,A,0,150,143.1,144.6,10G 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Interbeded with weathered sand layers,
334-U1379C-23X-4-A,334,U1379,C,23,23-4,X,4,A,0,26,144.6,144.86,10G 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Interbeded with weathered sand layers,
334-U1379C-23X-4-A,334,U1379,C,23,23-4,X,4,A,26,103,144.86,145.63,10G 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-23X-4-A,334,U1379,C,23,23-4,X,4,A,103,150,145.63,146.1,10GY 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Interbedded with weathered sand layers.,
334-U1379C-23X-5-A,334,U1379,C,23,23-5,X,5,A,0,72,146.1,146.82,10GY 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Interbedded with weathered sand layers.,
334-U1379C-23X-5-A,334,U1379,C,23,23-5,X,5,A,72,150,146.82,147.6,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-23X-6-A,334,U1379,C,23,23-6,X,6,A,0,105,147.6,148.65,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-23X-6-A,334,U1379,C,23,23-6,X,6,A,105,130,148.65,148.9,10GY 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,interbedded with weathered sand layers,
334-U1379C-23X-7-A,334,U1379,C,23,23-7,X,7,A,0,50,148.9,149.4,10GY 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,interbedded with weathered sand layers,
334-U1379C-24X-1-A,334,U1379,C,24,24-1,X,1,A,0,150,149.9,151.4,N 3,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"coarse carbonate sand lens at  56-57 cm  section 1,  and a few (<5) coarse carbonate (sand-sized) concretions disseminated throught the unit.",
334-U1379C-24X-2-A,334,U1379,C,24,24-2,X,2,A,0,150,151.4,152.9,N 3,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"coarse carbonate sand lens at  56-57 cm  section 1,  and a few (<5)coarse carbonate (sand-sized) concretions disseminated throught the unit.",
334-U1379C-24X-3-A,334,U1379,C,24,24-3,X,3,A,0,150,152.9,154.4,N 3,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"coarse carbonate sand lens at  56-57 cm  section 1,  and a few (<5)coarse carbonate (sand-sized) concretions disseminated throught the unit.",
334-U1379C-24X-4-A,334,U1379,C,24,24-4,X,4,A,0,115,154.4,155.55,N 3,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,"coarse carbonate sand lens at  56-57 cm  section 1,  and a few (<5)coarse carbonate (sand-sized) concretions disseminated throught the unit.",
334-U1379C-24X-4-A,334,U1379,C,24,24-4,X,4,A,115,150,155.55,155.9,N 2.5,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-24X-5-A,334,U1379,C,24,24-5,X,5,A,0,73,155.9,156.63,N 2.5,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-24X-5-A,334,U1379,C,24,24-5,X,5,A,73,150,156.63,157.4,10Y 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Silty clay with occasional thin layers of extensively weathered light colored carbonates. Elsewhere isolated residual carbonate pebbles are observed.,
334-U1379C-24X-6-A,334,U1379,C,24,24-6,X,6,A,0,141,157.4,158.81,10Y 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Silty clay with occasional thin layers of extensively weathered light colored carbonates.  Elsewhere isolated residual carbonate pebbles are observed.,
334-U1379C-24X-7-A,334,U1379,C,24,24-7,X,7,A,0,13,158.81,158.94,10Y 4/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Silty clay with occasional thin layers of extensively weathered light colored carbonates.  Elsewhere isolated residual carbonate pebbles are observed.,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,0,26,159.7,159.96,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,Clay content strongly increases towards the bottom,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,26,29,159.96,159.99,10Y 5/1,,claystone,,,claystone,clay [U14W22],,lithified,,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,29,48,159.99,160.18,N 4,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,48,56,160.18,160.26,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,very fine sand [U14W22],,consolidated,,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,56,132,160.26,161.02,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-1-A,334,U1379,C,25,25-1,X,1,A,132,139,161.02,161.09,5YR 7/4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,Gradation from medium sand to silt size and changes also in color pinkish green to pinkish white,
334-U1379C-25X-2-A,334,U1379,C,25,25-2,X,2,A,0,150,161.2,162.7,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-3-A,334,U1379,C,25,25-3,X,3,A,0,150,162.7,164.2,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-4-A,334,U1379,C,25,25-4,X,4,A,0,132,164.2,165.52,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-4-A,334,U1379,C,25,25-4,X,4,A,0,150,164.2,165.7,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-4-A,334,U1379,C,25,25-4,X,4,A,132,150,165.52,165.7,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-5-A,334,U1379,C,25,25-5,X,5,A,0,145,165.7,167.15,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-6-A,334,U1379,C,25,25-6,X,6,A,0,52,167.15,167.67,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-25X-CC-A,334,U1379,C,25,25-CC,X,CC,A,0,40,167.68,168.08,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-26X-1-A,334,U1379,C,26,26-1,X,1,A,0,150,169.5,171,5GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Almost completely uniform in colour. Only slightly ligher colour variations between: 88cm and 93cm 334-U1379C-26X-1-A. (5G4/1); 53cm and 62cm 334-U1379C-26X-2-A (5G4/1); 125cm and 133cm 334-U1379C-26X-5-A (5G4/1),
334-U1379C-26X-2-A,334,U1379,C,26,26-2,X,2,A,0,150,171,172.5,5GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Almost completely uniform in colour. Only slightly ligher colour variations between: 88cm and 93cm 334-U1379C-26X-1-A. (5G4/1); 53cm and 62cm 334-U1379C-26X-2-A (5G4/1); 125cm and 133cm 334-U1379C-26X-5-A (5G4/1),
334-U1379C-26X-3-A,334,U1379,C,26,26-3,X,3,A,0,150,172.5,174,5GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Almost completely uniform in colour. Only slightly ligher colour variations between: 88cm and 93cm 334-U1379C-26X-1-A. (5G4/1); 53cm and 62cm 334-U1379C-26X-2-A (5G4/1); 125cm and 133cm 334-U1379C-26X-5-A (5G4/1),
334-U1379C-26X-4-A,334,U1379,C,26,26-4,X,4,A,0,150,174,175.5,5GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Almost completely uniform in colour. Only slightly ligher colour variations between: 88cm and 93cm 334-U1379C-26X-1-A. (5G4/1); 53cm and 62cm 334-U1379C-26X-2-A (5G4/1); 125cm and 133cm 334-U1379C-26X-5-A (5G4/1),
334-U1379C-26X-5-A,334,U1379,C,26,26-5,X,5,A,0,131,175.5,176.81,5GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,Almost completely uniform in colour. Only slightly ligher colour variations between: 88cm and 93cm 334-U1379C-26X-1-A. (5G4/1); 53cm and 62cm 334-U1379C-26X-2-A (5G4/1); 125cm and 133cm 334-U1379C-26X-5-A (5G4/1),
334-U1379C-26X-5-A,334,U1379,C,26,26-5,X,5,A,131,139,176.81,176.89,10YR 7/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,consolidated,Light grey to dark greyish green ash layer.,
334-U1379C-26X-5-A,334,U1379,C,26,26-5,X,5,A,139,150,176.89,177,10GY 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,"A very small amount of Silty materail is detected at the top of the unit, but this decreases with depth.",
334-U1379C-26X-6-A,334,U1379,C,26,26-6,X,6,A,0,130,177,178.3,10GY 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,"A very small amount of Silty material is detected at the top of the unit, but this decreases with depth.",
334-U1379C-26X-7-A,334,U1379,C,26,26-7,X,7,A,0,57,178.3,178.87,10GY 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,"A very small amount of Silty material is detected at the top of the unit, but this decreases with depth.",
334-U1379C-26X-CC-A,334,U1379,C,26,26-CC,X,CC,A,0,38,178.87,179.25,10GY 3/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,"A very small amount of Silty material is detected at the top of the unit, but this decreases with depth.",
334-U1379C-27X-1-A,334,U1379,C,27,27-1,X,1,A,0,150,179.3,180.8,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,Possibly small ash pods present between 14cm and 15cm 334-U1379C-27X-1-A.,
334-U1379C-27X-2-A,334,U1379,C,27,27-2,X,2,A,0,150,180.8,182.3,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-3-A,334,U1379,C,27,27-3,X,3,A,0,150,182.3,183.8,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-4-A,334,U1379,C,27,27-4,X,4,A,0,150,183.8,185.3,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-5-A,334,U1379,C,27,27-5,X,5,A,0,150,185.3,186.8,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-6-A,334,U1379,C,27,27-6,X,6,A,0,130,186.8,188.1,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-7-A,334,U1379,C,27,27-7,X,7,A,0,63,188.1,188.73,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-27X-CC-A,334,U1379,C,27,27-CC,X,CC,A,0,45,188.73,189.18,10GY 2.5/1,,clay [S54],"Shepard, 1954",,clay,,,consolidated,,
334-U1379C-28X-1-A,334,U1379,C,28,28-1,X,1,A,0,39,189.1,189.49,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-2-A,334,U1379,C,28,28-2,X,2,A,0,150,189.49,190.99,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-3-A,334,U1379,C,28,28-3,X,3,A,0,150,190.99,192.49,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-4-A,334,U1379,C,28,28-4,X,4,A,0,142,192.49,193.91,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-5-A,334,U1379,C,28,28-5,X,5,A,0,150,193.91,195.41,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-6-A,334,U1379,C,28,28-6,X,6,A,0,150,195.41,196.91,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-7-A,334,U1379,C,28,28-7,X,7,A,0,150,196.91,198.41,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-8-A,334,U1379,C,28,28-8,X,8,A,0,48,198.41,198.89,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-28X-CC-A,334,U1379,C,28,28-CC,X,CC,A,0,53,198.89,199.42,10GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-29X-1-A,334,U1379,C,29,29-1,X,1,A,0,150,198.9,200.4,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-2-A,334,U1379,C,29,29-2,X,2,A,0,144,200.4,201.84,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-3-A,334,U1379,C,29,29-3,X,3,A,0,150,201.84,203.34,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-4-A,334,U1379,C,29,29-4,X,4,A,0,137,203.34,204.71,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-5-A,334,U1379,C,29,29-5,X,5,A,0,150,204.71,206.21,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-6-A,334,U1379,C,29,29-6,X,6,A,0,148,206.21,207.69,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-7-A,334,U1379,C,29,29-7,X,7,A,0,58,207.69,208.27,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-29X-CC-A,334,U1379,C,29,29-CC,X,CC,A,0,52,208.27,208.79,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,"Homogenous Silty Clay core. Varies in colour from: 5GY 3/1, 5GY 2.5/1 and 10GY 2.5/1. ",
334-U1379C-30X-1-A,334,U1379,C,30,30-1,X,1,A,0,150,208.7,210.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-2-A,334,U1379,C,30,30-2,X,2,A,0,150,210.2,211.7,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-3-A,334,U1379,C,30,30-3,X,3,A,0,150,211.7,213.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-4-A,334,U1379,C,30,30-4,X,4,A,0,100,213.2,214.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-5-A,334,U1379,C,30,30-5,X,5,A,0,140,214.2,215.6,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-6-A,334,U1379,C,30,30-6,X,6,A,0,150,215.6,217.1,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-7-A,334,U1379,C,30,30-7,X,7,A,0,103,217.1,218.13,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-7-A,334,U1379,C,30,30-7,X,7,A,0,103,217.1,218.13,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-CC-A,334,U1379,C,30,30-CC,X,CC,A,0,44,218.13,218.57,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-30X-CC-A,334,U1379,C,30,30-CC,X,CC,A,0,44,218.13,218.57,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-1-A,334,U1379,C,31,31-1,X,1,A,0,150,216.5,218,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-2-A,334,U1379,C,31,31-2,X,2,A,0,150,218,219.5,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-3-A,334,U1379,C,31,31-3,X,3,A,0,150,219.5,221,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-4-A,334,U1379,C,31,31-4,X,4,A,0,150,221,222.5,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-5-A,334,U1379,C,31,31-5,X,5,A,0,150,222.5,224,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-6-A,334,U1379,C,31,31-6,X,6,A,0,150,224,225.5,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-7-A,334,U1379,C,31,31-7,X,7,A,0,47,225.5,225.97,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-31X-CC-A,334,U1379,C,31,31-CC,X,CC,A,0,52,225.97,226.49,10GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-1-A,334,U1379,C,32,32-1,X,1,A,0,150,226.3,227.8,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-2-A,334,U1379,C,32,32-2,X,2,A,0,150,227.8,229.3,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-3-A,334,U1379,C,32,32-3,X,3,A,0,150,229.3,230.8,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-4-A,334,U1379,C,32,32-4,X,4,A,0,150,230.8,232.3,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-5-A,334,U1379,C,32,32-5,X,5,A,0,150,232.3,233.8,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-6-A,334,U1379,C,32,32-6,X,6,A,0,150,233.8,235.3,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-7-A,334,U1379,C,32,32-7,X,7,A,0,39,235.3,235.69,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-32X-CC-A,334,U1379,C,32,32-CC,X,CC,A,0,57,235.69,236.26,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-33X-1-A,334,U1379,C,33,33-1,X,1,A,0,150,236.1,237.6,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-2-A,334,U1379,C,33,33-2,X,2,A,0,150,237.6,239.1,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-3-A,334,U1379,C,33,33-3,X,3,A,0,150,239.1,240.6,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-4-A,334,U1379,C,33,33-4,X,4,A,0,150,240.6,242.1,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-5-A,334,U1379,C,33,33-5,X,5,A,0,161,242.1,243.71,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-6-A,334,U1379,C,33,33-6,X,6,A,0,140,243.71,245.11,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-7-A,334,U1379,C,33,33-7,X,7,A,0,49,245.11,245.6,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-33X-CC-A,334,U1379,C,33,33-CC,X,CC,A,0,39,245.6,245.99,10GY 2.5/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,
334-U1379C-34X-1-A,334,U1379,C,34,34-1,X,1,A,0,138,245.9,247.28,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous thoughtout the core.,
334-U1379C-34X-1-A,334,U1379,C,34,34-1,X,1,A,138,150,247.28,247.4,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous thoughtout the core.,
334-U1379C-34X-2-A,334,U1379,C,34,34-2,X,2,A,0,55,247.4,247.95,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous thoughtout the core.,
334-U1379C-34X-2-A,334,U1379,C,34,34-2,X,2,A,55,127,247.95,248.67,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous thoughtout the core.,
334-U1379C-34X-2-A,334,U1379,C,34,34-2,X,2,A,127,150,248.67,248.9,5G 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Clay is variably calcareous thoughtout the core.,
