Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-10R-5-A,93.0,105.0,344.53,344.65,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"clast rich muddy diamict, with parallel laminated mud;
~2cm beds",gradational contact,,,,,341,U1418,F,10,R,5,A,,,,
341-U1418F-10R-5-A,105.0,129.0,344.65,344.89,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,granules,,,,,,341,U1418,F,10,R,5,A,,,,
341-U1418F-10R-CC-A,0.0,25.0,344.89,345.14,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,10,R,CC,A,,,,
341-U1418F-10R-CC-A,25.0,30.0,345.14,345.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,10,R,CC,A,,,,
341-U1418F-11R-1-A,0.0,95.0,347.3,348.25,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,"rounded siltstone clast 6 cm long axis, at 5 cm; parallel laminated 5GY 4/1 with N 4
",,,,,,341,U1418,F,11,R,1,A,,,,
341-U1418F-11R-1-A,0.0,150.0,347.3,348.8,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,F,11,R,1,A,,,,
341-U1418F-11R-1-A,95.0,135.0,348.25,348.65,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,11,R,1,A,,,,
341-U1418F-11R-2-A,0.0,8.0,348.8,348.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,11,R,2,A,,,,
341-U1418F-11R-2-A,8.0,50.0,348.88,349.3,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,341,U1418,F,11,R,2,A,,,,
341-U1418F-11R-2-A,50.0,116.0,349.3,349.96,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,11,R,2,A,,,,
341-U1418F-11R-2-A,116.0,136.0,349.96,350.16,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,pyritised burrow at 118 cm,,,,,,341,U1418,F,11,R,2,A,,,,
341-U1418F-11R-2-A,136.0,150.0,350.16,350.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,11,R,2,A,,,,
341-U1418F-11R-3-A,0.0,38.0,350.3,350.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,11,R,3,A,,,,
341-U1418F-11R-3-A,38.0,77.0,350.68,351.07,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (1-2cm thick),,,,,,341,U1418,F,11,R,3,A,,,,
341-U1418F-11R-3-A,77.0,97.0,351.07,351.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,,,,,,,341,U1418,F,11,R,3,A,,,,
341-U1418F-11R-3-A,97.0,138.0,351.27,351.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,11,R,3,A,,,,
341-U1418F-11R-3-A,138.0,150.0,351.68,351.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,11,R,3,A,,,,
341-U1418F-11R-4-A,0.0,24.0,351.8,352.04,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,11,R,4,A,,,,
341-U1418F-11R-4-A,24.0,136.5,352.04,353.165,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,"green/brown mottling (intermittent);
1 mm voids common (gas pockets?)",,,,,,341,U1418,F,11,R,4,A,,,,
341-U1418F-11R-4-A,136.5,150.0,353.165,353.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,11,R,4,A,,,,
341-U1418F-11R-5-A,0.0,44.0,353.3,353.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,11,R,5,A,,,,
341-U1418F-11R-5-A,44.0,132.0,353.74,354.62,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,11,R,5,A,,,,
341-U1418F-11R-CC-A,0.0,17.0,354.62,354.79,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"banded(mica) sandstone, 4.5cm dia, @11cm",,,,,,341,U1418,F,11,R,CC,A,,,,
341-U1418F-11R-CC-A,17.0,22.0,354.79,354.84,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,11,R,CC,A,,,,
341-U1418F-12R-1-A,0.0,33.0,357.0,357.33,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,1,A,,,,
341-U1418F-12R-1-A,33.0,150.0,357.33,358.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,12,R,1,A,,,,
341-U1418F-12R-2-A,0.0,20.0,358.5,358.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,2,A,,,,
341-U1418F-12R-2-A,20.0,37.0,358.7,358.87,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,2,A,,,,
341-U1418F-12R-2-A,37.0,70.0,358.87,359.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,2,A,,,,
341-U1418F-12R-2-A,70.0,104.0,359.2,359.54,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,2,A,,,,
341-U1418F-12R-2-A,104.0,150.0,359.54,360.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,12,R,2,A,,,,
341-U1418F-12R-3-A,0.0,150.0,360.0,361.5,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],rounded,,,,,,"1 clast 2.2 cm, rounded, siltstone, at 97 cm; 1 clast 1 cm, rounded, sandstone, at 99 cm",gradational contact,,,,,341,U1418,F,12,R,3,A,,,,
341-U1418F-12R-4-A,0.0,70.0,361.5,362.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,12,R,4,A,,,,
341-U1418F-12R-4-A,70.0,150.0,362.2,363.0,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,12,R,4,A,,,,
341-U1418F-12R-5-A,0.0,140.0,363.0,364.4,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,extremely trace granule clasts,,,,,,341,U1418,F,12,R,5,A,,,,
341-U1418F-12R-5-A,140.0,150.0,364.4,364.5,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,12,R,5,A,,,,
341-U1418F-12R-6-A,0.0,41.0,364.5,364.91,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,12,R,6,A,,,,
341-U1418F-12R-6-A,41.0,54.0,364.91,365.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,pyritized material (burrows?),,,,,,341,U1418,F,12,R,6,A,,,,
341-U1418F-12R-6-A,54.0,89.0,365.04,365.39,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,12,R,6,A,,,,
341-U1418F-12R-6-A,89.0,121.0,365.39,365.71,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,12,R,6,A,,,,
341-U1418F-12R-7-A,0.0,66.0,365.71,366.37,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,12,R,7,A,,,,
341-U1418F-12R-CC-A,0.0,17.0,366.37,366.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,12,R,CC,A,,,,
341-U1418F-12R-CC-A,17.0,22.0,366.54,366.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,12,R,CC,A,,,,
341-U1418F-13R-1-A,0.0,26.0,366.7,366.96,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,1 cm thick slump structure 8-9 cm,sharp contact,,,,,341,U1418,F,13,R,1,A,,,,
341-U1418F-13R-1-A,26.0,99.0,366.96,367.69,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,13,R,1,A,,,,
341-U1418F-13R-1-A,99.0,137.0,367.69,368.07,,mud [Leg210],,mud ,,,parallel lamination,5GY 4/1 (dark greenish gray),,,present [A79],1,,,,,pebble [W22_2],,,,,"1 pebble max. 0.6 cm, mica shist, broken up, at 122 cm",,,,,,341,U1418,F,13,R,1,A,,,,
341-U1418F-13R-1-A,137.0,150.0,368.07,368.2,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,13,R,1,A,,,,
341-U1418F-13R-2-A,0.0,20.0,368.2,368.4,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,20.0,39.0,368.4,368.59,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,39.0,45.0,368.59,368.65,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,45.0,80.0,368.65,369.0,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,80.0,110.5,369.0,369.305,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,cf. zoophycos present,sharp contact,,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,110.5,140.0,369.305,369.6,,mud [Leg210],with common clasts,mud  with common clasts,,,,10Y 3/2 (very dark grayish green),,,present [A79],1,,,pebble [W22_2],rounded,,,,,,"fsp.-rich sandstone pebble 4 cm, rounded, at 138 cm",,,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-2-A,140.0,150.0,369.6,369.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,13,R,2,A,,,,
341-U1418F-13R-3-A,0.0,4.5,369.7,369.745,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-3-A,4.5,26.0,369.745,369.96,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,1mm voids,gradational contact,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-3-A,26.0,92.0,369.96,370.62,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,a few granules,,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-3-A,92.0,107.0,370.62,370.77,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,,,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-3-A,107.0,131.0,370.77,371.01,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,greenish gray color bands (1-3cm thick),,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-3-A,131.0,150.0,371.01,371.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,341,U1418,F,13,R,3,A,,,,
341-U1418F-13R-4-A,0.0,26.0,371.2,371.46,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,F,13,R,4,A,,,,
341-U1418F-13R-4-A,26.0,100.0,371.46,372.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,laminae tentative - lots of drilling disturbance (biscuit),,,,,,341,U1418,F,13,R,4,A,,,,
341-U1418F-13R-CC-A,0.0,7.0,372.2,372.27,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,13,R,CC,A,,,,
341-U1418F-13R-CC-A,7.0,12.0,372.27,372.32,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,13,R,CC,A,,,,
341-U1418F-14R-1-A,0.0,140.0,376.4,377.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- occasional lamination (mostly <1 mm thick laminae, but occasionally thicker; up to ~3 mm
- laminae derived from colour variations and occasionally from deposition of sand intervals that are maximum a few grains thick
- mud/sand clasts occur occasionally (typically <5 mm wide, with very few exceptions
- lithic grains are mostly <1 mm, but occasionally up to 1 cm large
- lithic grains occur as lonestones, as well as in intervals of larger amounts up to 3 cm thick
- some colour variation, mostly on laminae scale (variations between ""roughly N4 & 10Y 4/1"")
- fall-in clast at ~7-11 cm",,,,,,341,U1418,F,14,R,1,A,,,,
341-U1418F-14R-1-A,140.0,150.0,377.8,377.9,,,,,,,,,,,,,,,,,,,,,,Sample SCRE,,,,,,341,U1418,F,14,R,1,A,,,,
341-U1418F-14R-2-A,0.0,150.0,377.9,379.4,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- occasional lamination (mostly <1 mm thick laminae, but occasionally thicker; up to ~3 mm
- laminae derived from colour variations and occasionally from deposition of sand intervals that are maximum a few grains thick
- mud/sand clasts occur occasionally (typically <5 mm wide, with very few exceptions
- lithic grains are mostly <1 mm, but occasionally up to 1 cm large
- lithic grains occur as lonestones, as well as in intervals of larger amounts up to 3 cm thick
- some colour variation, mostly on laminae scale (variations between ""roughly N4 & 10Y 4/1"")",,,,,,341,U1418,F,14,R,2,A,,,,
341-U1418F-14R-3-A,0.0,150.0,379.4,380.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- occasional lamination (mostly <1 mm thick laminae, but occasionally thicker; up to ~3 mm
- laminae derived from colour variations and occasionally from deposition of sand intervals that are maximum a few grains thick
- mud/sand clasts occur occasionally (typically <5 mm wide, with very few exceptions
- lithic grains are mostly <1 mm, but occasionally up to 1 cm large
- lithic grains occur as lonestones, as well as in intervals of larger amounts up to 3 cm thick
- some colour variation, mostly on laminae scale (variations between ""roughly N4 & 10Y 4/1"")",,,,,,341,U1418,F,14,R,3,A,,,,
341-U1418F-14R-4-A,0.0,140.0,380.9,382.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with fine to medium sized lithic grains dispersed throughout the section; color variations from N 4 to 10Y 4/1; fine laminations (1-5 mm); few mud lenses bearing more grains; intervals with higher clast abundance have mainly gradational boundaries,,,,,,341,U1418,F,14,R,4,A,,,,
341-U1418F-14R-4-A,140.0,150.0,382.3,382.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,14,R,4,A,,,,
341-U1418F-14R-5-A,0.0,150.0,382.4,383.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with relatively fwe fine to coarse sized lithic grains dispersed throughout the section; color variations from N 4 to 10Y 4/1; fine laminations (1 - 5 mm); lonestone @ 142 cm: 3 cm angular black siltstone,,,,,,341,U1418,F,14,R,5,A,,,,
341-U1418F-14R-6-A,0.0,75.0,383.9,384.65,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with relatively fwe fine to coarse sized lithic grains dispersed throughout the section; color variations from N 4 to 10Y 4/1; fine laminations (1 - 5 mm); outsized lonestones: black siltstone,,,,,,341,U1418,F,14,R,6,A,,,,
341-U1418F-14R-CC-A,0.0,19.0,384.65,384.84,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with very few grains; only slight laminations,,,,,,341,U1418,F,14,R,CC,A,,,,
341-U1418F-14R-CC-A,19.0,24.0,384.84,384.89,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,14,R,CC,A,,,,
341-U1418F-15R-1-A,0.0,54.0,386.1,386.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- lamination (<5 mm)
- 12-13 cm: mica-rich pebble (granitoid or metamorphic?)
- 23 cm: one grain of coarse, RED, sand
",,,,,,341,U1418,F,15,R,1,A,,,,
341-U1418F-15R-1-A,54.0,150.0,386.64,387.6,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict with sand
- slight colour banding
- varying amounts of clasts; mostly <1 mm
- some accumulations in beds with gradual upper and lower boundaries -> ""distinct, clast-rich beds""
- very occasional lamination
",,,,,,341,U1418,F,15,R,1,A,,,,
341-U1418F-15R-2-A,0.0,9.0,387.6,387.69,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict with sand
- slight colour banding
- varying amounts of clasts; mostly <1 mm
- some accumulations in beds with gradual upper and lower boundaries -> ""distinct, clast-rich beds""
- very occasional lamination
",,,,,,341,U1418,F,15,R,2,A,,,,
341-U1418F-15R-2-A,9.0,150.0,387.69,389.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- relative much lamination <5 mm
- some colour banding between more greenish grey and dark grey
- also clast-rich laminae, mostly up to 5 mm thick
- occasional mud/sand clasts
- clasts mostly 1 mm, but occasionally up to ~7 mm",,,,,,341,U1418,F,15,R,2,A,,,,
341-U1418F-15R-3-A,0.0,150.0,389.1,390.6,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- relative much lamination <5 mm
- some colour banding between more greenish grey and dark grey
- also clast-rich laminae, mostly up to 5 mm thick
- occasional mud/sand clasts
- clasts mostly 1 mm, but occasionally up to ~7 mm

- more lamination due to colour changes and less clasts than in overlying units.",,,,,,341,U1418,F,15,R,3,A,,,,
341-U1418F-15R-4-A,0.0,135.0,390.6,391.95,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with few fine to medium grained lithic clasts dispersed throughout section; laminations (1 - 5 mm); rare outsized lonestones include metasediments; color banding is very slight (N 4 to 10Y 4/1),,,,,,341,U1418,F,15,R,4,A,,,,
341-U1418F-15R-4-A,135.0,150.0,391.95,392.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,15,R,4,A,,,,
341-U1418F-15R-5-A,0.0,60.0,392.1,392.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with few fine grained lithic clasts dispersed throughout section; laminations (1 - 5 mm);color banding is very slight (N 4 to 10Y 4/1),,,,,,341,U1418,F,15,R,5,A,,,,
341-U1418F-15R-5-A,60.0,150.0,392.7,393.6,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,higher content of diamict intervals; fine to coarse lithic grains and clasts > 0.8 mm; gradational boundaries,,,,,,341,U1418,F,15,R,5,A,,,,
341-U1418F-15R-6-A,0.0,135.0,393.6,394.95,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"higher content of diamict intervals; fine to coarse lithic grains and clasts > 0.8 mm dispersed throughout section; gradational boundaries; slight laminations (1 - 5 mm); clast @ 69 cm: white-green granitoid (0.6 cm), foraminifer @ 68.3 cm",,,,,,341,U1418,F,15,R,6,A,,,,
341-U1418F-15R-CC-A,0.0,10.0,394.95,395.05,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,fine to medium sized lithic grains; slight laminations (1 - 5 mm),,,,,,341,U1418,F,15,R,CC,A,,,,
341-U1418F-15R-CC-A,10.0,15.0,395.05,395.1,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,15,R,CC,A,,,,
341-U1418F-16R-1-A,0.0,148.0,395.8,397.28,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts

- mostly laminated, but occasionally very thin beds
- N4 with colour banding ""towards"" 10Y 4/1
- mostly gradational, but occasionally sharp boundaries between colour laminae/beds

- relatively few lonestones (compared to overlying sections); max. 5 mm large
- occasional laminae or very thin beds with relatively many clasts of maximum coarse sand -> often associated with greyish beds, but not always
- very occasional occurrence of mud/sand clasts

!!! Relatively well-preserved lamination !!!",,,,,,341,U1418,F,16,R,1,A,,,,
341-U1418F-16R-2-A,0.0,145.0,397.28,398.73,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts

- mostly laminated, but occasionally very thin beds
- N4 with colour banding ""towards"" 10Y 4/1
- mostly gradational, but occasionally sharp boundaries between colour laminae/beds

- relatively few lonestones (compared to overlying sections); max. 5 mm large
- occasional laminae or very thin beds with relatively many clasts of maximum coarse sand -> often associated with greyish beds, but not always
- very occasional occurrence of mud/sand clasts

!!! Relatively well-preserved lamination !!!

54.5-56.0: granitoid(?) clast",,,,,,341,U1418,F,16,R,2,A,,,,
