Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
372-U1517C-32F-2-A,42,52,165.88,165.98,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,,,normal grading,,planar lamination,,,,,,,,,,,"graded fine sand part of the alternating sand/mud facies, with grain size break at the top but mixing with mud above, not sharp",,,,372,U1517,C,32,F,2,A,,,,
372-U1517C-32F-2-A,52,58,165.98,166.04,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 4/10Y (dark greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,silty clay that is grading from the sand below,,,,372,U1517,C,32,F,2,A,,,,
372-U1517C-32F-2-A,58,66,166.04,166.12,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 4/5GY (dark greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,,,,,,,,,fine sand continues in lower section,,,,372,U1517,C,32,F,2,A,,,,
372-U1517C-32F-3-A,0,8,166.12,166.2,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 4/5GY (dark greenish gray),irregular,sharp,irregular sharp,,thin bed [B01],normal grading,,parallel bedding,,,,,,,,,,,fine sand part of sand in next section above and part of the alternating sand/mud facies,,,,372,U1517,C,32,F,3,A,,,,
372-U1517C-32F-3-A,8,38,166.2,166.5,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,inclined,thick bed [B01],normal grading,,parallel bedding,,,,,,,,,,,"part of the alternating sequence, there may be some thin laminae of silt",,,,372,U1517,C,32,F,3,A,,,,
372-U1517C-32F-4-A,0,14,166.66,166.8,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,inclined,medium bed [B01],normal grading,,massive [BJ84],,,,,,,,,,,fine sand with erosional basal contact,,,,372,U1517,C,32,F,4,A,,,,
372-U1517C-32F-4-A,14,41,166.8,167.07,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,,,,,,,,,Dominantly silty clay layers with sand very thin bedded sands,,,,372,U1517,C,32,F,4,A,,,,
372-U1517C-32F-CC-A,0,5,167.07,167.12,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,massive [BJ84],,,bleb,,,,,,,,Massive silty mud layer with minor fs blebs,,,,372,U1517,C,32,F,CC,A,,,,
372-U1517C-33F-1-A,0,63,169.7,170.33,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,bleb,mottling [BJ80],,,,,,,alternating v.f. sand and mud. Sand has sharp irregular bases. Top 38 cm look mixed and deformed but it's most likely caused by gas expansion and catwalk forcing of sediments back together,,,,372,U1517,C,33,F,1,A,,,,
372-U1517C-33F-2-A,0,49,170.47,170.96,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,,,shell fragments,,,,,,"alternating graded v.f. sand to silty clay, some are smoothly graded some show grain size breaks",,,,372,U1517,C,33,F,2,A,,,,
372-U1517C-33F-3-A,0,88,171.08,171.96,V,,alternating sand/mud layers,with ash,alternating sand/mud layers,alternating sand/mud layers with ash,alternating sand/mud layers with ash,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,bleb,planar lamination,,,,,,,"alternating sand or silt with mud. Coarser beds have sharp bases. Thinner beds (~5cm) are graded, thicker beds have been partially destroyed by expansion but it seems they were laminated (expansion appears to follow bedding planes)",,,,372,U1517,C,33,F,3,A,,,,
372-U1517C-33F-4-A,0,59,172.14,172.73,V,,alternating silt and clay layers,with ash,alternating silt and clay layers,alternating silt and clay layers with ash,alternating silt and clay layers with ash,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],normal grading,,parallel bedding,,,planar lamination,bleb,,,,,,,alternatind silt and mud. Silts are finely-laminated. The whole interval is parallel bedded and there are specks of possibly ash (white specks),,,,372,U1517,C,33,F,4,A,,,,
372-U1517C-33F-CC-A,0,10,172.88,172.98,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,sample too small to discern structure. Likely to be as per section above,,,,372,U1517,C,33,F,CC,A,,,,
372-U1517C-34F-CC-A,0,24,174.4,174.64,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,,,,,,,"homogeneous clay with some silt, sticky. Mottling present",,,,372,U1517,C,34,F,CC,A,,,,
372-U1517C-35F-1-A,0,28,179.1,179.38,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,bleb,,,,,,,,clay with some dark v.f. sand blebs,,,,372,U1517,C,35,F,1,A,,,,
372-U1517C-35F-2-A,0,39,179.44,179.83,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,very compact stiff clay with some sand blebs,,,,372,U1517,C,35,F,2,A,,,,
372-U1517C-35F-2-A,40,58,179.84,180.02,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,mottling [BJ80],,,,,,,,,,,very compact stiff clay,,,,372,U1517,C,35,F,2,A,,,,
372-U1517C-35F-2-A,58,60,180.02,180.04,V,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 4/5GY (dark greenish gray),irregular,sharp,irregular sharp,,,,,planar lamination,,,,,,,,,,,laminated fine sand with sharp bottom boundary and possible grain size break on top,,,,372,U1517,C,35,F,2,A,,,,
372-U1517C-35F-2-A,60,62,180.04,180.06,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,very compact stiff clay,,,,372,U1517,C,35,F,2,A,,,,
372-U1517C-35F-3-A,0,10,180.06,180.16,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,inclined,medium bed [B01],,,planar lamination,,,mottling [BJ80],bleb,,,,,,,Silty clay layer with blebs of vfs,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,10,15,180.16,180.21,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/5GY (light greenish gray),irregular,sharp,irregular sharp,inclined,thin bed [B01],,,massive [BJ84],,,,,,,,,,,Significant ash/tephra layer,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,15,23,180.21,180.29,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,,thin bed [B01],,,mottling [BJ80],,,bleb,,,,,,,,Silty clay layer with blebs of vf sand. Tephra clasts <5mm floating in matrix,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,23,28,180.29,180.34,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],normal grading,moderate [2014],massive [BJ84],,,planar lamination,,,,,,,,"thin bedded, fs to vfs, mod sorted, massive to planar layer becoming lighter color towards top, possibly reworked volcanoclastic material.",,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,28,36,180.34,180.42,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),irregular,gradational,irregular gradational,sub-horizontal,thin bed [B01],,,mottling [BJ80],,,,,,,,,,,alternating silty clay layers,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,36,77,180.42,180.83,V,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,mottling [BJ80],,,bleb,planar lamination,,,,,,,,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-3-A,82,100,180.88,181.06,V,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],normal grading,,mottling [BJ80],,,bleb,,,,,,,,,,,,372,U1517,C,35,F,3,A,,,,
372-U1517C-35F-4-A,0,29,181.32,181.61,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],,,mottling [BJ80],,,bleb,,,,,,,,Silty clay with vfs blebs towards the top,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,29,34,181.61,181.66,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 4/5GY (dark greenish gray),irregular,sharp,irregular sharp,horizontal,thin bed [B01],normal grading,moderate [2014],massive [BJ84],,,,,,,,,,,"Normally graded, fs to vfs layer becoming lighter towards the top probably due to volcanoclastic material.",,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,34,59,181.66,181.91,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,medium bed [B01],,,mottling [BJ80],,,,,,,,,,,,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,59,64,181.91,181.96,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/N (white),irregular,sharp,irregular sharp,,thin bed [B01],,,massive [BJ84],,,,,,,,,,,Significant ash/tephra layer,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,64,98,181.96,182.3,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,thick bed [B01],,,mottling [BJ80],,,,,,,,,,,,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,102,124,182.34,182.56,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),irregular,gradational,irregular gradational,,medium bed [B01],,,mottling [BJ80],,,bleb,,,,,,,,fs sand blebs towards top,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-35F-4-A,124,128,182.56,182.6,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/N (white),,,,,,,,,,,,,,,,,,,Ash layer slightly disturbed by coring,,,,372,U1517,C,35,F,4,A,,,,
372-U1517C-36F-1-A,0,21,183.8,184.01,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,mottling [BJ80],,,,,,,,,,,Clayey silt ribbed from expansion,,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,21,30,184.01,184.1,V,,medium sand [USGS],,medium sand,medium sand,medium sand,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,,thin bed [B01],normal grading,,planar lamination,,,,,,,,,,,"Well sorted, graded medium to silt bed. COarse grains are forams, quartz, volcaniclastic material and possibly ash",,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,30,38,184.1,184.18,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,clayey silt expanded and ribbed hard to see other features in it,,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,38,40,184.18,184.2,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,,very thin bed [B01],non-graded,,massive [BJ84],,,,,,,,,,,"coarse sand tuff probably an air fall, grain size appears bimodal, coarse sand and silt",,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,40,49,184.2,184.29,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,the colour change appears sharp but partly blends in that's why it's classified as gradational,,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,49,51,184.29,184.31,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/N (white),,gradational, gradational,,thin bed [B01],,,,,,,,,,,,,,silt-size ash,,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-1-A,51,54,184.31,184.34,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,"clayey silt but severely expanded and ribbed, hard to see other features",,,,372,U1517,C,36,F,1,A,,,,
372-U1517C-36F-2-A,0,7,184.34,184.41,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/N (white),,gradational, gradational,,,normal grading,,,,,,,,,,,,,coarse sand size volcanic glass at first blended with background clayey silt and about 1cm above first appearance becomes the only material. This may be a result of flow in (core disturbance) as this sand can be seen all down the sides of the liner) Coarse sand is 3cm thick and then it abruptly passes to very fine sand (or maybe silt) (bimodal grain size distribution). Interpreted as volcanic air fall deposit,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,7,54,184.41,184.88,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,parallel bedding,,,bleb,mottling [BJ80],,,,,,,interval interrupted at 29cm and 37cm by two very thin layers (~1cm) of graded very fine sand,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,54,59,184.88,184.93,V,,fine sand [USGS],,fine sand,fine sand,fine sand,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,irregular sharp,,,normal grading,,planar lamination,,,,,volcanic glass,,,,,,"turbidite with normal grading. Interesting feature: 1.5cm up from the base there is a 1cm thick layer of volcanic ash (coarse sand size) then turbidite continues with silt. Might not be primary, might be flow in that settled in one of the cracks that are there from core extension (due to gas expansion)",,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,59,95,184.93,185.29,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,mottling [BJ80],,,,,,,,,,,"clayey silt with some mottling, but expanded and cracked (ribbed)",,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,95,99,185.29,185.33,V,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,GLEY 1 8/10Y (light greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,fine ash (silt to very fine sand size) white but has a dirtier colour at the top (GLEY 1 7/10Y light greenish grey) as it gradually mixes with background clayey silt.,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,99,104,185.33,185.38,V,,clayey silt [S54],with ash,clayey silt,clayey silt with ash,clayey silt with ash,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,stiff clayey silt with an ash bleb,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,104,109,185.38,185.43,V,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,,,normal grading,,planar lamination,,,,,,,,,,,interpreted as a turbidite graded from v.f. sand to clay,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-2-A,109,116,185.43,185.5,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,clayey silt expanded and ribbed (from gas expansion) hard to see other features,,,,372,U1517,C,36,F,2,A,,,,
372-U1517C-36F-3-A,0,97,185.63,186.6,V,,clayey silt [S54],with ash,clayey silt,clayey silt with ash,clayey silt with ash,,,,,,,,,,,,,,,,,,,,"flow in has mixed the clayey silt with white medium ash, no primary structure is preserved",,,,372,U1517,C,36,F,3,A,,,,
372-U1517C-36F-4-A,0,78,186.6,187.38,V,,clayey silt [S54],with ash,clayey silt,clayey silt with ash,clayey silt with ash,,,,,,,,,,,,,,,,,,,,"flow in has mixed the clayey silt with white medium ash, no primary structure is preserved",,,,372,U1517,C,36,F,4,A,,,,
372-U1517C-36F-CC-A,0,15,187.38,187.53,V,,clayey silt [S54],with ash,clayey silt,clayey silt with ash,clayey silt with ash,,,,,,,,,,,,,,,,,,,,"flow in has mixed the clayey silt with white medium ash, no primary structure is preserved",,,,372,U1517,C,36,F,CC,A,,,,
