Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal  lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352B-46X-5-A,317,U1352,B,46,46-5,X,5,A,0,150,385.58,387.08,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-46X-6-A,317,U1352,B,46,46-6,X,6,A,0,110,387.08,388.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-46X-7-A,317,U1352,B,46,46-7,X,7,A,0,77,388.18,388.95,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-46X-CC-A,317,U1352,B,46,46-CC,X,CC,A,0,52,388.95,389.47,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-47X-1-A,317,U1352,B,47,47-1,X,1,A,0,149,389.2,390.69,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, with trace to minor amounts of vf-f micaceous sand.  Gradual decrease in vf-f well-sorted sand upsection, creating a gradual fining upward trend. Slightly mottled throughout.",,
317-U1352B-47X-2-A,317,U1352,B,47,47-2,X,2,A,0,41,390.7,391.11,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, with trace to minor amounts of vf-f micaceous sand.  Gradual decrease in vf-f well-sorted sand upsection, creating a gradual fining upward trend. Slightly mottled throughout.",,
317-U1352B-47X-2-A,317,U1352,B,47,47-2,X,2,A,41,140,391.11,392.1,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Calcareous, sandy marl.  Poorly sorted vf-f micaceous sand with abundant bioclastic material in marl.",,
317-U1352B-47X-2-A,317,U1352,B,47,47-2,X,2,A,140,149,392.1,392.19,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with minor to trace amount of vf-f micaceous well sorted sand. Slightly mottled throughout.  Gradual coarsening and fining upward trends. Coarsening upward from 120 cm in Sect 4 with a higher content of f-vf calcareous sand in Section 3. Fining upward through Section 5.  Slightly sandier mud in Sect. 4, 100-110 cm, most likely due to bioturbation.",,
317-U1352B-47X-3-A,317,U1352,B,47,47-3,X,3,A,0,149,392.2,393.69,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with minor to trace amount of vf-f micaceous well sorted sand. Slightly mottled throughout.  Gradual coarsening and fining upward trends. Coarsening upward from 120 cm in Sect 4 with a higher content of f-vf calcareous sand in Section 3. Fining upward through Section 5.  Slightly sandier mud in Sect. 4, 100-110 cm, most likely due to bioturbation.",,
317-U1352B-47X-4-A,317,U1352,B,47,47-4,X,4,A,0,149,393.7,395.19,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with minor to trace amount of vf-f micaceous well sorted sand. Slightly mottled throughout.  Gradual coarsening and fining upward trends. Coarsening upward from 120 cm in Sect 4 with a higher content of f-vf calcareous sand in Section 3. Fining upward through Section 5.  Slightly sandier mud in Sect. 4, 100-110 cm, most likely due to bioturbation.",,
317-U1352B-47X-5-A,317,U1352,B,47,47-5,X,5,A,0,148,395.2,396.68,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with minor to trace amount of vf-f micaceous well sorted sand. Slightly mottled throughout.  Gradual coarsening and fining upward trends. Coarsening upward from 120 cm in Sect 4 with a higher content of f-vf calcareous sand in Section 3. Fining upward through Section 5.  Slightly sandier mud in Sect. 4, 100-110 cm, most likely due to bioturbation.",,
317-U1352B-47X-6-A,317,U1352,B,47,47-6,X,6,A,0,15,396.7,396.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",vf-f calcareous sandy mud; gradual textural transition ~15 cm.,,
317-U1352B-47X-6-A,317,U1352,B,47,47-6,X,6,A,15,129,396.85,397.99,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with trace amounts of vf-f micaceous sand.  No apparent textural trends.  Slightly mottled throughout. ,,
317-U1352B-47X-7-A,317,U1352,B,47,47-7,X,7,A,0,54,398,398.54,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with trace amounts of vf-f micaceous sand.  No apparent textural trends.  Slightly mottled throughout. ,,
317-U1352B-47X-CC-A,317,U1352,B,47,47-CC,X,CC,A,0,41,398.56,398.97,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with trace amounts of vf-f micaceous sand.  No apparent textural trends.  Slightly mottled throughout. ,,
317-U1352B-48X-1-A,317,U1352,B,48,48-1,X,1,A,0,150,398.7,400.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Micaceous, mostly homogeneous mud.",,
317-U1352B-48X-2-A,317,U1352,B,48,48-2,X,2,A,0,150,400.2,401.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Micaceous, homogeneous mud.",,
317-U1352B-48X-3-A,317,U1352,B,48,48-3,X,3,A,0,120,401.7,402.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, with scattered common shells (tritella) and shell fragments (echinoid spine).  Burrows filled with shell rich v.f. sand and shells (Tritella) at 23-27, 66-71 cm. ",,
317-U1352B-48X-4-A,317,U1352,B,48,48-4,X,4,A,0,145,403.2,404.65,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous (partly mottling) mud, with scattered shells (Tritella) and shell fragments.  Burrows < 2 mm in diameter filled with dark v.f. sandy mud at 69-70 cm.",,
317-U1352B-48X-5-A,317,U1352,B,48,48-5,X,5,A,0,150,404.7,406.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few % of v.f. sand.  Mottling in color.  Scattered with rare shell fragments and forams. ,,
317-U1352B-48X-6-A,317,U1352,B,48,48-6,X,6,A,0,129,406.2,407.49,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with scattered rare shell fragments. Mottled slightly.  Faint color-banding of 10Y 4/1 and N5 more clay-rich layer.,,
317-U1352B-48X-7-A,317,U1352,B,48,48-7,X,7,A,0,66,407.5,408.16,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with scattered rare shell fragments. Mottled slightly.  Faint color-banding of 10Y 4/1 and N5 more clay-rich layer.,,
317-U1352B-48X-CC-A,317,U1352,B,48,48-CC,X,CC,A,0,16,408.18,408.34,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud.,,
317-U1352B-49X-1-A,317,U1352,B,49,49-1,X,1,A,0,149,408.3,409.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,
317-U1352B-49X-2-A,317,U1352,B,49,49-2,X,2,A,0,150,409.8,411.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,
317-U1352B-49X-3-A,317,U1352,B,49,49-3,X,3,A,0,100,411.3,412.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,
317-U1352B-49X-CC-A,317,U1352,B,49,49-CC,X,CC,A,0,33,412.3,412.63,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",well sorted very fine to fine calcareous sand,,
317-U1352B-50X-1-A,317,U1352,B,50,50-1,X,1,A,0,149,417.9,419.39,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-2-A,317,U1352,B,50,50-2,X,2,A,0,149,419.4,420.89,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-3-A,317,U1352,B,50,50-3,X,3,A,0,139,420.9,422.29,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-4-A,317,U1352,B,50,50-4,X,4,A,0,90,422.4,423.3,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-4-A,317,U1352,B,50,50-4,X,4,A,90,129,423.3,423.69,,Marl [Leg210],,Marl,,soft,,,Leg 210,vf sandy marl,,
317-U1352B-50X-4-A,317,U1352,B,50,50-4,X,4,A,129,144,423.69,423.84,,Marl [Leg210],,Marl,,soft,,,Leg 210,vf sandy marl,,
317-U1352B-50X-4-A,317,U1352,B,50,50-4,X,4,A,144,149,423.84,423.89,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-5-A,317,U1352,B,50,50-5,X,5,A,0,149,423.9,425.39,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-6-A,317,U1352,B,50,50-6,X,6,A,0,129,425.4,426.69,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-7-A,317,U1352,B,50,50-7,X,7,A,0,65,426.7,427.35,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-50X-CC-A,317,U1352,B,50,50-CC,X,CC,A,0,12,427.34,427.46,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-51X-1-A,317,U1352,B,51,51-1,X,1,A,0,131,427.5,428.81,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Calcareous homogeneous marl with  minor (<20%)  amounts of vf micaceous well sorted sand.  Sharp contact at 131 cm, with overlying sandy marl (f-m calcareous micaceous sand) from 129-131 cm.  Grades upward into marl with minor amounts of vf-f sand.",,
317-U1352B-51X-1-A,317,U1352,B,51,51-1,X,1,A,131,149,428.81,428.99,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-2-A,317,U1352,B,51,51-2,X,2,A,0,150,429,430.5,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-3-A,317,U1352,B,51,51-3,X,3,A,0,150,430.5,432,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-4-A,317,U1352,B,51,51-4,X,4,A,0,150,432,433.5,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-5-A,317,U1352,B,51,51-5,X,5,A,0,150,433.5,435,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-6-A,317,U1352,B,51,51-6,X,6,A,0,120,435,436.2,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-7-A,317,U1352,B,51,51-7,X,7,A,0,62,436.2,436.82,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-51X-CC-A,317,U1352,B,51,51-CC,X,CC,A,0,30,436.82,437.12,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, ranging from clay-rich in section 1 (131-150 cm) to mud with minor sand (<20%) in section 7 and CC.  Sand is vf-f well sorted micaceous.  Mottled throughout, although it is unclear if this is primary or a drilling (biscuiting) artifact.  Lower half of section 6-CC have slightly higher sand contents, creating slight fining upward trend from CC to lower half of section 1.  ",,
317-U1352B-52X-1-A,317,U1352,B,52,52-1,X,1,A,0,149,437.1,438.59,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-2-A,317,U1352,B,52,52-2,X,2,A,0,150,438.6,440.1,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-3-A,317,U1352,B,52,52-3,X,3,A,0,140,440.1,441.5,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-4-A,317,U1352,B,52,52-4,X,4,A,0,140,441.6,443,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-5-A,317,U1352,B,52,52-5,X,5,A,0,150,443.1,444.6,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-6-A,317,U1352,B,52,52-6,X,6,A,0,3,444.6,444.63,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  Becomes more calcareous below 90 cm in Sect. 3.  Calcareous content tracks color (10GY 4/1 is more calcareous).  Slight fining-upward sequence in upper 55 cm of section 5.
",,
317-U1352B-52X-6-A,317,U1352,B,52,52-6,X,6,A,3,55,444.63,445.15,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","Moderately sorted vf-f calcareous sand at base, fining upward to calcareous muddy vf-f sand.  Gradual burrowed contact at 55 cm.
",,
317-U1352B-52X-6-A,317,U1352,B,52,52-6,X,6,A,55,121,445.15,445.81,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogenous, mottled mud with a few percent vf-f micaceous, well-sorted sand.  ",,
317-U1352B-52X-7-A,317,U1352,B,52,52-7,X,7,A,0,43,445.8,446.23,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Moderately sorted vf-f sandy marl at base, fining upward to marl vf-f sand. ",,
317-U1352B-52X-7-A,317,U1352,B,52,52-7,X,7,A,43,54,446.23,446.34,,Very fine-fine sand [S54-W22],,Marl,,firm,,,"Shepard, 1954; Wentworth, 1922","Moderately sorted vf-f calcareous sand with abundant bioclastic material and nodules.
",,
317-U1352B-52X-CC-A,317,U1352,B,52,52-CC,X,CC,A,0,53,446.38,446.91,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Moderately sorted vf-f sandy marl with abundant bioclastic material and nodules.
",,
317-U1352B-53X-1-A,317,U1352,B,53,53-1,X,1,A,0,3,446.7,446.73,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-53X-1-A,317,U1352,B,53,53-1,X,1,A,3,150,446.73,448.2,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-53X-2-A,317,U1352,B,53,53-2,X,2,A,0,149,448.2,449.69,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-53X-3-A,317,U1352,B,53,53-3,X,3,A,0,149,449.7,451.19,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-53X-4-A,317,U1352,B,53,53-4,X,4,A,0,149,451.2,452.69,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-53X-5-A,317,U1352,B,53,53-5,X,5,A,0,43,452.7,453.13,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-53X-5-A,317,U1352,B,53,53-5,X,5,A,43,148,453.13,454.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-53X-6-A,317,U1352,B,53,53-6,X,6,A,0,85,454.17,455.02,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-53X-6-A,317,U1352,B,53,53-6,X,6,A,85,129,455.02,455.46,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-53X-CC-A,317,U1352,B,53,53-CC,X,CC,A,0,54,455.49,456.03,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-54X-1-A,317,U1352,B,54,54-1,X,1,A,0,140,456.3,457.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color banding of N4 and 10Y 4/1. 2 to 10 cm thick.,,
317-U1352B-54X-1-A,317,U1352,B,54,54-1,X,1,A,140,150,457.7,457.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-54X-2-A,317,U1352,B,54,54-2,X,2,A,0,110,457.8,458.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-54X-2-A,317,U1352,B,54,54-2,X,2,A,110,120,458.9,459,,Marl [Leg210],,Marl,,,,,Leg 210,shell fragments and v. f. sand in spotted burrows.; sandy marl,,
317-U1352B-54X-2-A,317,U1352,B,54,54-2,X,2,A,120,130,459,459.1,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-54X-2-A,317,U1352,B,54,54-2,X,2,A,130,150,459.1,459.3,,Marl [Leg210],,Marl,,,,,Leg 210,shell fragments and v. f. sand in spotted burrows. vf sandy marl,,
317-U1352B-54X-3-A,317,U1352,B,54,54-3,X,3,A,0,20,459.3,459.5,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-54X-3-A,317,U1352,B,54,54-3,X,3,A,20,40,459.5,459.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-54X-3-A,317,U1352,B,54,54-3,X,3,A,40,65,459.7,459.95,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-54X-3-A,317,U1352,B,54,54-3,X,3,A,65,120,459.95,460.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color banding of N4 and 10Y 4/1. 2 to 10 cm thick.,,
317-U1352B-54X-4-A,317,U1352,B,54,54-4,X,4,A,0,150,460.8,462.3,,Marl [Leg210],,Marl,,,,,Leg 210,abundant concretions; vf sandy marl,,
317-U1352B-54X-5-A,317,U1352,B,54,54-5,X,5,A,0,35,462.3,462.65,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-54X-5-A,317,U1352,B,54,54-5,X,5,A,35,138,462.65,463.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color banding of N4 and 10Y 4/1. 1 to 5 cm thick.,,
317-U1352B-54X-CC-A,317,U1352,B,54,54-CC,X,CC,A,0,35,463.67,464.02,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",color banding of N4 and 10Y 4/1. 1 to 10 cm thick.,,
317-U1352B-55X-1-A,317,U1352,B,55,55-1,X,1,A,0,149,465.9,467.39,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-55X-2-A,317,U1352,B,55,55-2,X,2,A,0,46,467.4,467.86,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-55X-2-A,317,U1352,B,55,55-2,X,2,A,46,149,467.86,468.89,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-55X-3-A,317,U1352,B,55,55-3,X,3,A,0,95,468.9,469.85,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-55X-CC-A,317,U1352,B,55,55-CC,X,CC,A,0,20,469.84,470.04,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-1-A,317,U1352,B,56,56-1,X,1,A,0,150,475.5,477,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-56X-1-A,317,U1352,B,56,56-1,X,1,A,58,150,476.08,477,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-2-A,317,U1352,B,56,56-2,X,2,A,0,116,477,478.16,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-2-A,317,U1352,B,56,56-2,X,2,A,116,150,478.16,478.5,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-56X-3-A,317,U1352,B,56,56-3,X,3,A,0,141,478.5,479.91,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-56X-4-A,317,U1352,B,56,56-4,X,4,A,0,150,480,481.5,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-56X-5-A,317,U1352,B,56,56-5,X,5,A,0,75,481.5,482.25,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-56X-5-A,317,U1352,B,56,56-5,X,5,A,75,150,482.25,483,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-6-A,317,U1352,B,56,56-6,X,6,A,0,96,483,483.96,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-6-A,317,U1352,B,56,56-6,X,6,A,96,104,483.96,484.04,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-56X-7-A,317,U1352,B,56,56-7,X,7,A,0,4,484.1,484.14,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352B-56X-7-A,317,U1352,B,56,56-7,X,7,A,4,74,484.14,484.84,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-56X-CC-A,317,U1352,B,56,56-CC,X,CC,A,0,75,484.83,485.58,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-57X-1-A,317,U1352,B,57,57-1,X,1,A,0,149,485.1,486.59,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-57X-2-A,317,U1352,B,57,57-2,X,2,A,0,150,486.6,488.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-57X-3-A,317,U1352,B,57,57-3,X,3,A,0,109,488.1,489.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-57X-3-A,317,U1352,B,57,57-3,X,3,A,109,149,489.19,489.59,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-57X-4-A,317,U1352,B,57,57-4,X,4,A,0,149,489.6,491.09,,Marl [Leg210],,Marl,,indurated,,,Leg 210,vf sandy marl,,
317-U1352B-57X-5-A,317,U1352,B,57,57-5,X,5,A,0,64,491.1,491.74,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-57X-CC-A,317,U1352,B,57,57-CC,X,CC,A,0,29,491.74,492.03,,Marl [Leg210],,Marl,,,,,Leg 210,vf sandy marl,,
317-U1352B-58X-1-A,317,U1352,B,58,58-1,X,1,A,0,21,494.7,494.91,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1352B-58X-2-A,317,U1352,B,58,58-2,X,2,A,0,150,494.92,496.42,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-58X-3-A,317,U1352,B,58,58-3,X,3,A,0,150,496.42,497.92,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
317-U1352B-58X-4-A,317,U1352,B,58,58-4,X,4,A,0,141,497.92,499.33,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,
