Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1520C-41R-3-A,81,101,1019.27,1019.47,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Matrix is mostly dark bluish-greenish gray material rather than calcite cement. Alteration in this core differs from previous cores with alteration leading to dark bluish-greenish gray color rather than brown and green.,,,
375-U1520C-42R-1-A,0,148,1025.3,1026.78,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,poor,,,,,,,,,,,,Dark bluish-greenish gray sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Interclast area is filled to varying degrees by dark bluish-greenish gray matrix and white calcite cement. Many of the grains have intraclasts.,,,
375-U1520C-42R-2-A,0,62,1026.78,1027.4,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 5/5B (bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,Dark bluish-greenish gray sandstone features sub-angular grains of volcaniclastics and altered basalt up to 0.5 cm in size. Intraclast area is filled mostly by dark bluish-greenish gray matrix with minor amounts of white calcite cement.,,,
375-U1520C-42R-2-A,62,118,1027.4,1027.96,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 2 4/5BG (dark greenish gray),,,,,,lithified,,moderate,planar lamination,slight,1,,,,,,,,,"This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination is seen with some darker gray layers, including some layers with coarser, fine sand texture. Some layering is obscured by occasional slight bioturbation.",,,
375-U1520C-42R-3-A,0,141,1027.96,1029.37,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 1 3/N (very dark gray),,,,,,lithified,,moderate,planar lamination,slight,1,,,,,,,,,"This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination is seen with some darker gray layers, including some layers with coarser, fine sand texture and normal grading. Some layering is obscured by occasional slight bioturbation.",,,
375-U1520C-42R-4-A,0,129,1029.37,1030.66,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 1 3/N (very dark gray),,,,,,lithified,,moderate,planar lamination,slight,1,,,,,,,,,"This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination is seen with some darker gray layers, including some layers with coarser, fine sand texture and normal grading. Some layering is obscured by occasional slight bioturbation. White tabular calcite fragments seen throughout section.",,,
375-U1520C-42R-5-A,0,63,1030.66,1031.29,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 1 3/N (very dark gray),,,,,,lithified,,moderate,planar lamination,slight,1,,,,,,,,,"This dark bluish-greenish gray layer is much more fine grained and better sorted than the surrounding sandstone/conglomerate. Planar lamination is seen with some darker gray layers, including some layers with coarser, fine sand texture and normal grading. This section contains some coarse layers (up to 1 cm size clasts) from 2-9 and 38-52 cm. These layers have a dark gray matrix and minor calcite cement. Bottom of the section is biscuited which obscures primary sedimentary structure.",,,
375-U1520C-43R-1-A,0,14,1034.9,1035.04,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 1 3/N (very dark gray),,,,,,lithified,,poor,,,,,,,,,,,,"Loose altered basalt clasts, and one ~10 cm long biscuit of coarse sandstone. The coarse sandstone biscuit is vesicular, though many of the vesicles are filled with a calcite cement.",,,
375-U1520C-43R-1-A,14,81,1035.04,1035.71,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,moderate,planar lamination,,,,,,,,,,,"This dark bluish gray layer has a faint planar lamination. Color varies, including a layer from ~38-49 cm of dark brown material.",,,
375-U1520C-43R-1-A,81,92,1035.71,1035.82,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains of volcaniclastics and altered basalt up to 1 cm in size. Matrix is mostly dark bluish gray material, though some calcite cement is still visible.",,,
375-U1520C-43R-1-A,92,147,1035.82,1036.37,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,moderate,,,,,,,,,,,,This section is composed of dark bluish gray to dark brown/black silty clay with intercalated volcaniclastic coarse sandstone. Some loose altered basalt clasts are found at the bottom of the section.,,,
375-U1520C-43R-2-A,0,59,1036.37,1036.96,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,5YR 2.5/1 (black),,,,,,lithified,,moderate,,,,,,,,,,,,The silty claystone is massive is moderate to well sorted with fresh glass and opaque oxides as seen by smear slide. One clast of dark bluish gray siltstone from 46-51 cm.,,,
375-U1520C-43R-2-A,59,73,1036.96,1037.1,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 1 3/N (very dark gray),,,,,,lithified,,poor,,,,,,,,,,,,"Coarse sandstone with a few much larger altered basalt clasts, up to ~5 cm. Drilling damage obscures primary structure between 69-73 cm.",,,
375-U1520C-43R-2-A,73,133,1037.1,1037.7,,volcaniclastic,mudstone,,volcaniclastic mudstone,volcaniclastic mudstone,mudstone,GLEY 1 3/N (very dark gray),,,,,,lithified,,moderate,planar lamination,,,,,,,,,,,The clayey siltstone is massive (black regions) to planar laminated (more dark bluish gray) and is moderate to well sorted with fresh glass and opaque oxides as seen by smear slide. A 2 cm clast of pyrite is found at 59 cm. One section of dark bluish gray coarse sandstone is found between 89-95 cm and has mm-scale shell fragments.,,,
375-U1520C-43R-2-A,133,149,1037.7,1037.86,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,Coarse sandstone with smaller (<1cm) altered clasts. Dark bluish gray matrix supports the clasts with little calcite cement.,,,
375-U1520C-43R-3-A,0,72,1037.87,1038.59,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,Coarse sandstone with smaller (<1cm) altered clasts. Dark bluish gray matrix supports the clasts with little calcite cement. Clasts between 22-72 cm have more white calcite intraclasts.,,,
375-U1520C-43R-CC-A,0,21,1038.59,1038.8,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,Coarse sandstone with altered clasts up to 1 cm. Dark bluish gray matrix supports the clasts with little calcite cement.,,,
375-U1520C-43R-CC-A,21,33,1038.8,1038.92,,,limestone,,limestone,limestone,limestone,N 8 (white),,,,,,lithified,,well,,,,,,,,,,,,"This layer, though mostly recrystallized calcite, has some darker layers that could represent slight differences in composition.",,,
375-U1520C-44R-1-A,0,24,1044.5,1044.74,,,mudstone,,mudstone,mudstone,mudstone,10R 3/2 (dusky red),,,,,,lithified,,well,planar lamination,,,,,,,,,,,This section is composed of gray to dusky red silty claystone with intercalated volcaniclastic coarse sandstone. Some loose altered basalt breccia clasts are found at the top of the section. This claystone contains common foraminifera.,,,
375-U1520C-44R-1-A,24,79,1044.74,1045.29,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,GLEY 2 4/5B (dark bluish gray),,,,,,lithified,,poor,,,,,,,,,,,,This layer is composed of angular to sub-angular basalt clasts up to 4 cm with a dark bluish gray matrix. Dusky red siltstone from 68 to 74 cm. Drilling damage obscures primary structure between 47 and 79 cm.,,,
375-U1520C-44R-1-A,79,125,1045.29,1045.75,,,basalt,,basalt,basalt,basalt,GLEY 1 4/N (dark gray),,,,,,lithified,,,,,,,,,,,,,,Vesicular basalt with mm-scale vesicles. Some of the vesicles are filled with calcite.,,,
