Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1445A-4H-2-A,0,36.5,27.4,27.765,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-2-A,36.5,38,27.765,27.78,,clayey,silt,,clayey silt,clayey silt,silt,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-4H-2-A,38,150,27.78,28.9,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval. One shell fragments at 110.5 cm.",,,
353-U1445A-4H-3-A,0,91,28.9,29.81,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),bioturbated,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-3-A,91,92.5,29.81,29.825,,clayey,silt,,clayey silt,clayey silt,silt,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-4H-3-A,92.5,152,29.825,30.42,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-4-A,0,80,30.42,31.22,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-4-A,80,93,31.22,31.35,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,medium bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-4H-4-A,93,154,31.35,31.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-5-A,0,155,31.96,33.51,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-6-A,0,130,33.51,34.81,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-7-A,0,65,34.81,35.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-4H-CC-A,0,37,35.46,35.83,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-5H-1-A,0,47,35.4,35.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Some black (iron sulphide), green (glauconite) and gray (foraminifers rich) dots and patches along the interval.",,,
353-U1445A-5H-1-A,47,49.5,35.87,35.895,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-1-A,49.5,147,35.895,36.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-2-A,0,89,36.87,37.76,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-2-A,89,90,37.76,37.77,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-2-A,90,146,37.77,38.33,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-3-A,0,25,38.33,38.58,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-3-A,25,26,38.58,38.59,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-3-A,26,61,38.59,38.94,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-3-A,61,63,38.94,38.96,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-3-A,63,148,38.96,39.81,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-4-A,0,5,39.81,39.86,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-4-A,5,6.5,39.86,39.875,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-4-A,6.5,100.5,39.875,40.815,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-4-A,100.5,101,40.815,40.82,,clayey,silt,,clayey silt,clayey silt,silt,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-4-A,101,148,40.82,41.29,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-5-A,0,27,41.29,41.56,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-5H-5-A,27,28,41.56,41.57,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-5H-5-A,28,154,41.57,42.83,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and shell fragments between 28-116 cm. Some large patches contain many nannofossils.",,,
353-U1445A-5H-6-A,0,150,42.83,44.33,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-5H-7-A,0,127,44.33,45.6,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-5H-CC-A,0,25,45.6,45.85,,foraminifer rich,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,
353-U1445A-6H-1-A,0,141,44.9,46.31,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section. One nodule between 40-40.5 cm.",,,
353-U1445A-6H-2-A,0,143,46.31,47.74,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section. One green (glauconiite ?) layer abetween 66.5-67.5 cm.",,,
353-U1445A-6H-3-A,0,46,47.74,48.2,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-6H-3-A,46,46.5,48.2,48.205,,clayey,silt,,clayey silt,clayey silt,silt,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-6H-3-A,46.5,52,48.205,48.26,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-6H-3-A,52,53.5,48.26,48.275,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-6H-3-A,53.5,147.5,48.275,49.215,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-6H-3-A,147.5,149.5,49.215,49.235,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Many large foraminferes? or shell fragments.,,,
353-U1445A-6H-3-A,149.5,151,49.235,49.25,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section.",,,
353-U1445A-6H-4-A,0,26,49.25,49.51,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section. .",,,
353-U1445A-6H-4-A,26,33,49.51,49.58,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,Two very thin sand to clay turbidites.,,,
353-U1445A-6H-4-A,33,137.5,49.58,50.625,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Very faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section. .",,,
353-U1445A-6H-4-A,137.5,138.5,50.625,50.635,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-6H-4-A,138.5,142,50.635,50.67,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,"Faint color variations. Many black (iron sulphide), green, light gray (glauconite) and gray (foraminifers rich) patches and dots along the section. .",,,
353-U1445A-6H-5-A,0,144,50.67,52.11,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-6H-6-A,0,86,52.11,52.97,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-6H-6-A,86,87,52.97,52.98,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-6H-6-A,87,142,52.98,53.53,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-6H-7-A,0,86.5,53.53,54.395,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-6H-7-A,86.5,88,54.395,54.41,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-6H-7-A,88,145,54.41,54.98,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-1-A,0,143,54.4,55.83,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-2-A,0,67,55.83,56.5,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-2-A,67,79,56.5,56.62,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,green,5y 5/2 (olive gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-2-A,79,117,56.62,57,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-2-A,117,120,57,57.03,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-2-A,120,129,57.03,57.12,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-3-A,0,2,57.12,57.14,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-3-A,2,5,57.14,57.17,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-3-A,5,42,57.17,57.54,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-3-A,42,46,57.54,57.58,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-3-A,46,90,57.58,58.02,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-3-A,90,92,58.02,58.04,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-3-A,92,139,58.04,58.51,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,0,3,58.51,58.54,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,3,5,58.54,58.56,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-4-A,5,34,58.56,58.85,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,34,36,58.85,58.87,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-4-A,36,78,58.87,59.29,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,78,82,59.29,59.33,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-4-A,82,90,59.33,59.41,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,90,92,59.41,59.43,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-4-A,92,106,59.43,59.57,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-4-A,106,109,59.57,59.6,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-4-A,109,136,59.6,59.87,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-5-A,0,18,59.87,60.05,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-5-A,18,20.5,60.05,60.075,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-5-A,20.5,49.5,60.075,60.365,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-5-A,49.5,50.5,60.365,60.375,,silty,sand,,silty sand,silty sand,sand,,green,5y 5/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-5-A,50.5,66,60.375,60.53,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-5-A,66,67.5,60.53,60.545,,foraminifer rich,sand,with glauconite,foraminifer rich sand,foraminifer rich sand with glauconite,sand with glauconite,,green,5y 5/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,
353-U1445A-7H-5-A,67.5,126,60.545,61.13,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
353-U1445A-7H-6-A,0,4,61.13,61.17,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,dark green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations.,,,
