Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-38R-5-A,317,U1352,C,38,38-5,R,5,A,0,149.0,974.5,975.99,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,micaceous vf well sorted sandy marlstone,,
317-U1352C-38R-6-A,317,U1352,C,38,38-6,R,6,A,0,149.0,976.0,977.49,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,micaceous vf well sorted sandy marlstone,,
317-U1352C-38R-7-A,317,U1352,C,38,38-7,R,7,A,0,73.6,977.5,978.2360000000001,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,micaceous vf well sorted sandy marlstone,,
317-U1352C-38R-CC-A,317,U1352,C,38,38-CC,R,CC,A,0,26.0,978.23,978.49,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,micaceous vf well sorted sandy marlstone,,
317-U1352C-39R-1-A,317,U1352,C,39,39-1,R,1,A,0,149.0,978.1,979.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-1-A,317,U1352,C,39,39-1,R,1,A,0,150.0,978.1,979.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-2-A,317,U1352,C,39,39-2,R,2,A,0,150.0,979.6,981.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-3-A,317,U1352,C,39,39-3,R,3,A,0,150.0,981.1,982.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-4-A,317,U1352,C,39,39-4,R,4,A,0,150.0,982.6,984.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-5-A,317,U1352,C,39,39-5,R,5,A,0,150.0,984.1,985.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-6-A,317,U1352,C,39,39-6,R,6,A,0,150.0,985.6,987.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-39R-7-A,317,U1352,C,39,39-7,R,7,A,0,64.0,987.1,987.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. sandy marlstone (soft enough to break), with scattered rare shell fragments and forams.  Upper part (Section 1 & 95 cm from the top of Section 2 ) is blocky due to slight dirilling disturbance.   Chondrites and Helminthopsis burrows are abundant and  overprinting larger burrows are common.  ",,
317-U1352C-40R-1-A,317,U1352,C,40,40-1,R,1,A,0,110.0,987.7,988.8,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone.,,
317-U1352C-40R-2-A,317,U1352,C,40,40-2,R,2,A,0,133.0,989.01,990.34,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone.,,
317-U1352C-40R-2-A,317,U1352,C,40,40-2,R,2,A,133,149.0,990.34,990.5,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"cemented, v f to f (mostly v f) sandy chalk.",,
317-U1352C-40R-3-A,317,U1352,C,40,40-3,R,3,A,0,6.0,990.51,990.57,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"cemented, v f to f (mostly v f) sandy chalk.",,
317-U1352C-40R-3-A,317,U1352,C,40,40-3,R,3,A,6,144.0,990.57,991.95,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"moderately well sorted, v f to fine (mostly v f) micaceous sandy marlstone.",,
317-U1352C-40R-CC-A,317,U1352,C,40,40-CC,R,CC,A,0,24.0,991.93,992.17,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"moderately well sorted, v f to fine (mostly v f) micaceous sandy marlstone.",,
317-U1352C-41R-1-A,317,U1352,C,41,41-1,R,1,A,0,149.0,997.3,998.79,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-41R-2-A,317,U1352,C,41,41-2,R,2,A,0,149.0,998.8,1000.29,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-41R-3-A,317,U1352,C,41,41-3,R,3,A,0,149.0,1000.3,1001.79,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-41R-4-A,317,U1352,C,41,41-4,R,4,A,0,109.0,1001.8,1002.89,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-41R-5-A,317,U1352,C,41,41-5,R,5,A,0,99.0,1003.3,1004.29,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-41R-6-A,317,U1352,C,41,41-6,R,6,A,0,65.0,1004.3,1004.95,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf-f well sorted sandy marlstone.  The upper two sections are slightly sandier. ,,
317-U1352C-42R-1-A,317,U1352,C,42,42-1,R,1,A,0,99.0,1006.9,1007.89,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-42R-2-A,317,U1352,C,42,42-2,R,2,A,0,150.0,1007.94,1009.44,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-42R-3-A,317,U1352,C,42,42-3,R,3,A,0,150.0,1009.44,1010.94,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-42R-4-A,317,U1352,C,42,42-4,R,4,A,0,61.0,1010.94,1011.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-42R-CC-A,317,U1352,C,42,42-CC,R,CC,A,0,19.0,1011.55,1011.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-43R-1-A,317,U1352,C,43,43-1,R,1,A,0,120.0,1016.5,1017.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-43R-2-A,317,U1352,C,43,43-2,R,2,A,0,100.0,1017.93,1018.93,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-43R-3-A,317,U1352,C,43,43-3,R,3,A,0,62.0,1018.93,1019.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-43R-CC-A,317,U1352,C,43,43-CC,R,CC,A,0,19.0,1019.55,1019.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-44R-1-A,317,U1352,C,44,44-1,R,1,A,0,150.0,1026.1,1027.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-2-A,317,U1352,C,44,44-2,R,2,A,0,150.0,1027.6,1029.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-3-A,317,U1352,C,44,44-3,R,3,A,0,140.0,1029.1,1030.5,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-4-A,317,U1352,C,44,44-4,R,4,A,0,140.0,1030.48,1031.88,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-5-A,317,U1352,C,44,44-5,R,5,A,0,150.0,1031.84,1033.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-6-A,317,U1352,C,44,44-6,R,6,A,0,106.0,1033.34,1034.4,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-44R-CC-A,317,U1352,C,44,44-CC,R,CC,A,0,18.0,1034.4,1034.58,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"interbedded with lighter colored, more calcareous, sandy marlstone",,
317-U1352C-45R-1-A,317,U1352,C,45,45-1,R,1,A,0,19.0,1035.7,1035.89,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-1-A,317,U1352,C,45,45-1,R,1,A,28,57.0,1035.98,1036.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-1-A,317,U1352,C,45,45-1,R,1,A,61,120.0,1036.31,1036.9,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-2-A,317,U1352,C,45,45-2,R,2,A,0,140.0,1037.11,1038.51,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-3-A,317,U1352,C,45,45-3,R,3,A,0,42.0,1038.57,1038.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-3-A,317,U1352,C,45,45-3,R,3,A,42,124.0,1038.99,1039.81,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-4-A,317,U1352,C,45,45-4,R,4,A,0,55.0,1039.81,1040.36,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-45R-CC-A,317,U1352,C,45,45-CC,R,CC,A,0,24.0,1040.36,1040.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-46R-1-A,317,U1352,C,46,46-1,R,1,A,0,30.0,1045.3,1045.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-46R-1-A,317,U1352,C,46,46-1,R,1,A,30,37.0,1045.6,1045.67,,Chalk [Leg210],,Chalk,,,,,Leg210,,,
317-U1352C-46R-1-A,317,U1352,C,46,46-1,R,1,A,37,144.0,1045.67,1046.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-46R-2-A,317,U1352,C,46,46-2,R,2,A,0,28.0,1046.74,1047.02,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-46R-2-A,317,U1352,C,46,46-2,R,2,A,28,48.0,1047.02,1047.22,,Chalk [Leg210],,Chalk,,,,,Leg210,,,
317-U1352C-46R-2-A,317,U1352,C,46,46-2,R,2,A,48,150.0,1047.22,1048.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-46R-3-A,317,U1352,C,46,46-3,R,3,A,0,111.0,1048.24,1049.35,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-47R-1-A,317,U1352,C,47,47-1,R,1,A,0,130.0,1054.9,1056.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-47R-2-A,317,U1352,C,47,47-2,R,2,A,0,140.0,1056.18,1057.58,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-47R-3-A,317,U1352,C,47,47-3,R,3,A,0,160.0,1057.52,1059.12,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-47R-CC-A,317,U1352,C,47,47-CC,R,CC,A,0,22.0,1058.32,1058.54,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-48R-1-A,317,U1352,C,48,48-1,R,1,A,0,129.0,1064.4,1065.69,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"Moderately well sorted, v f to fine (mostly v f) sandy marlstone.",,
317-U1352C-48R-2-A,317,U1352,C,48,48-2,R,2,A,0,149.0,1065.88,1067.37,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"Moderately well sorted, v f to fine (mostly v f) sandy marlstone.",,
317-U1352C-48R-3-A,317,U1352,C,48,48-3,R,3,A,0,99.0,1067.38,1068.37,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"Moderately well sorted, v f to fine (mostly v f) sandy marlstone.",,
317-U1352C-48R-4-A,317,U1352,C,48,48-4,R,4,A,0,57.0,1068.36,1068.93,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,"Moderately well sorted, v f to fine (mostly v f) sandy marlstone.",,
317-U1352C-49R-1-A,317,U1352,C,49,49-1,R,1,A,0,144.0,1073.8,1075.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-49R-1-A,317,U1352,C,49,49-1,R,1,A,0,150.0,1073.8,1075.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-49R-2-A,317,U1352,C,49,49-2,R,2,A,0,150.0,1075.27,1076.77,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-49R-3-A,317,U1352,C,49,49-3,R,3,A,0,69.0,1076.77,1077.46,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-49R-3-A,317,U1352,C,49,49-3,R,3,A,0,70.0,1076.77,1077.47,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-49R-CC-A,317,U1352,C,49,49-CC,R,CC,A,0,23.0,1077.46,1077.69,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f.- f (mostly v.f.) sandy marlstone.  Highly burrowed with Helminthopsis and Chondrites throughout as background and with minor larger ones of Zoophycos, Thallasinoides, Theichichnus and others.  ",,
317-U1352C-50R-1-A,317,U1352,C,50,50-1,R,1,A,0,149.0,1083.3,1084.79,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-2-A,317,U1352,C,50,50-2,R,2,A,0,150.0,1084.8,1086.3,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-3-A,317,U1352,C,50,50-3,R,3,A,0,150.0,1086.3,1087.8,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-4-A,317,U1352,C,50,50-4,R,4,A,0,150.0,1087.8,1089.3,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-5-A,317,U1352,C,50,50-5,R,5,A,0,135.0,1089.3,1090.65,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-6-A,317,U1352,C,50,50-6,R,6,A,0,150.0,1090.8,1092.3,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-7-A,317,U1352,C,50,50-7,R,7,A,0,70.0,1092.3,1093.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-50R-CC-A,317,U1352,C,50,50-CC,R,CC,A,0,18.0,1093.0,1093.18,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,moderately well sorted v f to fine (mostly v f) micaceous sandy marlstone,,
317-U1352C-51R-1-A,317,U1352,C,51,51-1,R,1,A,0,150.0,1092.9,1094.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. This core appears sandier than cores ~35R-42R. Denser intervals are noted and are greenish gray in color.  ,,
317-U1352C-51R-2-A,317,U1352,C,51,51-2,R,2,A,0,150.0,1094.4,1095.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. This core appears sandier than cores ~35R-42R. Denser intervals are noted and are greenish gray in color.  ,,
317-U1352C-51R-3-A,317,U1352,C,51,51-3,R,3,A,0,150.0,1095.87,1097.37,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. This core appears sandier than cores ~35R-42R. Denser intervals are noted and are greenish gray in color.  ,,
317-U1352C-51R-4-A,317,U1352,C,51,51-4,R,4,A,0,150.0,1097.37,1098.87,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. This core appears sandier than cores ~35R-42R. Denser intervals are noted and are greenish gray in color.  ,,
317-U1352C-52R-1-A,317,U1352,C,52,52-1,R,1,A,0,139.0,1102.5,1103.89,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color,,
317-U1352C-52R-2-A,317,U1352,C,52,52-2,R,2,A,0,69.0,1103.9,1104.59,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color,,
317-U1352C-52R-CC-A,317,U1352,C,52,52-CC,R,CC,A,0,16.0,1104.62,1104.78,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color,,
317-U1352C-53R-1-A,317,U1352,C,53,53-1,R,1,A,0,48.0,1112.1,1112.58,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"mod sorted, v f to fine (mostly v f) micaceous sandy marlstone",,
317-U1352C-53R-1-A,317,U1352,C,53,53-1,R,1,A,48,60.0,1112.58,1112.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,lithified,,,"Shepard, 1954 - Leg 183 revision",planar bedded sand passing upward into a ripple laminated silty sand.,,
317-U1352C-53R-1-A,317,U1352,C,53,53-1,R,1,A,60,72.0,1112.7,1112.82,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-53R-1-A,317,U1352,C,53,53-1,R,1,A,72,86.0,1112.82,1112.96,,Muddy Sand [S54-Leg183],,Muddy Sand,,lithified,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-53R-1-A,317,U1352,C,53,53-1,R,1,A,86,104.0,1112.96,1113.14,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-53R-2-A,317,U1352,C,53,53-2,R,2,A,0,131.0,1113.54,1114.85,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-53R-CC-A,317,U1352,C,53,53-CC,R,CC,A,0,20.0,1114.85,1115.05,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-54R-1-A,317,U1352,C,54,54-1,R,1,A,0,149.0,1121.7,1123.19,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color. The fabric is completely bioturbated. ,,
317-U1352C-54R-2-A,317,U1352,C,54,54-2,R,2,A,0,148.9,1123.2,1124.6889999999999,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color. The fabric is completely bioturbated. ,,
317-U1352C-54R-3-A,317,U1352,C,54,54-3,R,3,A,0,149.0,1124.68,1126.17,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color. The fabric is completely bioturbated. ,,
317-U1352C-54R-4-A,317,U1352,C,54,54-4,R,4,A,0,114.0,1126.18,1127.32,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color. The fabric is completely bioturbated. ,,
317-U1352C-54R-CC-A,317,U1352,C,54,54-CC,R,CC,A,0,24.0,1127.33,1127.57,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,Micaceous vf well sorted sandy marlstone. Denser intervals are noted and are greenish gray in color. The fabric is completely bioturbated. ,,
317-U1352C-55R-1-A,317,U1352,C,55,55-1,R,1,A,0,114.0,1131.3,1132.44,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-55R-2-A,317,U1352,C,55,55-2,R,2,A,0,150.0,1132.5,1134.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-55R-3-A,317,U1352,C,55,55-3,R,3,A,0,133.0,1134.0,1135.33,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-55R-4-A,317,U1352,C,55,55-4,R,4,A,0,58.0,1135.5,1136.08,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-55R-CC-A,317,U1352,C,55,55-CC,R,CC,A,0,11.0,1136.08,1136.19,,Marlstone [Leg210],,Marlstone,,,,,Leg210,blocks of marlstone,,
317-U1352C-56R-1-A,317,U1352,C,56,56-1,R,1,A,0,138.0,1140.9,1142.28,,Marlstone [Leg210],,Marlstone,,,,,Leg210,moderately to well sorted material,,
317-U1352C-56R-2-A,317,U1352,C,56,56-2,R,2,A,0,150.0,1142.28,1143.78,,Marlstone [Leg210],,Marlstone,,,,,Leg210,moderately to well sorted material,,
317-U1352C-56R-3-A,317,U1352,C,56,56-3,R,3,A,0,150.0,1143.78,1145.28,,Marlstone [Leg210],,Marlstone,,,,,Leg210,moderately to well sorted material,,
317-U1352C-56R-4-A,317,U1352,C,56,56-4,R,4,A,0,150.0,1145.28,1146.78,,Marlstone [Leg210],,Marlstone,,,,,Leg210,moderately to well sorted material,,
317-U1352C-56R-5-A,317,U1352,C,56,56-5,R,5,A,0,63.0,1146.78,1147.41,,Marlstone [Leg210],,Marlstone,,,,,Leg210,moderately to well sorted material,,
317-U1352C-57R-1-A,317,U1352,C,57,57-1,R,1,A,0,149.0,1150.5,1151.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,micaceous v.f. sandy marlstone,,
317-U1352C-57R-2-A,317,U1352,C,57,57-2,R,2,A,0,150.0,1152.0,1153.5,,Marlstone [Leg210],,Marlstone,,,,,Leg210,micaceous v.f. sandy marlstone,,
317-U1352C-57R-3-A,317,U1352,C,57,57-3,R,3,A,0,82.0,1153.5,1154.32,,Marlstone [Leg210],,Marlstone,,,,,Leg210,micaceous v.f. sandy marlstone,,
317-U1352C-57R-4-A,317,U1352,C,57,57-4,R,4,A,0,71.0,1154.32,1155.03,,Marlstone [Leg210],,Marlstone,,,,,Leg210,micaceous v.f. sandy marlstone,,
317-U1352C-57R-CC-A,317,U1352,C,57,57-CC,R,CC,A,0,5.0,1155.03,1155.08,,Marlstone [Leg210],,Marlstone,,,,,Leg210,micaceous v.f. sandy marlstone,,
317-U1352C-58R-1-A,317,U1352,C,58,58-1,R,1,A,0,124.0,1160.1,1161.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-58R-2-A,317,U1352,C,58,58-2,R,2,A,0,98.0,1161.36,1162.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-58R-3-A,317,U1352,C,58,58-3,R,3,A,0,93.0,1162.34,1163.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-58R-4-A,317,U1352,C,58,58-4,R,4,A,0,90.0,1163.27,1164.17,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-58R-5-A,317,U1352,C,58,58-5,R,5,A,0,72.0,1164.57,1165.29,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-58R-CC-A,317,U1352,C,58,58-CC,R,CC,A,0,17.0,1165.29,1165.46,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-59R-1-A,317,U1352,C,59,59-1,R,1,A,0,150.0,1169.7,1171.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-2-A,317,U1352,C,59,59-2,R,2,A,0,150.0,1171.2,1172.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-3-A,317,U1352,C,59,59-3,R,3,A,0,150.0,1172.7,1174.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-4-A,317,U1352,C,59,59-4,R,4,A,0,150.0,1174.2,1175.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-5-A,317,U1352,C,59,59-5,R,5,A,0,150.0,1175.7,1177.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-6-A,317,U1352,C,59,59-6,R,6,A,0,150.0,1177.2,1178.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-7-A,317,U1352,C,59,59-7,R,7,A,0,70.0,1178.7,1179.4,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
317-U1352C-59R-CC-A,317,U1352,C,59,59-CC,R,CC,A,0,17.0,1179.4,1179.57,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"micaceous, well sorted sandy marlstone",,
