Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486C-21H-2-A,80,97,175.1,175.27,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,97,112,175.27,175.42,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,112,123,175.42,175.53,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,123,128,175.53,175.58,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,128,133,175.58,175.63,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,133,142,175.63,175.72,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-2-A,142,150,175.72,175.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,2,A
363-U1486C-21H-3-A,0,13,175.8,175.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,13,55,175.93,176.35,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,55,67,176.35,176.47,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,67,87,176.47,176.67,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,87,89,176.67,176.69,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,89,116,176.69,176.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,116,123,176.96,177.03,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,123,142,177.03,177.22,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,142,143,177.22,177.23,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-3-A,143,150,177.23,177.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,3,A
363-U1486C-21H-4-A,0,10,177.3,177.4,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,10,40,177.4,177.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,40,48,177.7,177.78,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,48,53,177.78,177.83,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,53,55,177.83,177.85,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,55,71,177.85,178.01,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,71,84,178.01,178.14,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,84,93,178.14,178.23,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,93,96,178.23,178.26,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,96,116,178.26,178.46,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,116,118,178.46,178.48,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,118,134,178.48,178.64,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,134,137,178.64,178.67,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-4-A,137,150,178.67,178.8,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,4,A
363-U1486C-21H-5-A,0,6,178.8,178.86,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,6,28,178.86,179.08,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,28,31,179.08,179.11,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,31,81,179.11,179.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,81,85,179.61,179.65,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,85,95,179.65,179.75,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,95,96,179.75,179.76,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,96,111,179.76,179.91,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,111,113,179.91,179.93,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,113,133,179.93,180.13,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,133,135,180.13,180.15,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-5-A,135,150,180.15,180.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,5,A
363-U1486C-21H-6-A,0,16,180.3,180.46,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-6-A,16,48,180.46,180.78,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-6-A,48,83,180.78,181.13,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-6-A,83,88,181.13,181.18,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-6-A,88,96,181.18,181.26,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-6-A,96,101,181.26,181.31,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,6,A
363-U1486C-21H-CC-A,0,4,181.31,181.35,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,CC,A
363-U1486C-21H-CC-A,4,9,181.35,181.4,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,21,H,CC,A
363-U1486C-22H-1-A,0,74,182.3,183.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,In section 1 there is an additional ash at 106 cm.,,,,,,,,,,,,,363,U1486,C,22,H,1,A
363-U1486C-22H-1-A,74,139,183.04,183.69,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,1,A
363-U1486C-22H-1-A,139,150,183.69,183.8,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,1,A
363-U1486C-22H-2-A,0,3,183.8,183.83,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),slight [DB86],,,,,,"In section 2 there is additional ash at 53, and 82 cm.",,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,3,22,183.83,184.02,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,22,29,184.02,184.09,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,29,53,184.09,184.33,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,53,70,184.33,184.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,70,114,184.5,184.94,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-2-A,114,150,184.94,185.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,2,A
363-U1486C-22H-3-A,0,147,185.3,186.77,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,"In section 3 there is additional ash at 81, 100, 112, and 121 cm.",,,,,,,,,,,,,363,U1486,C,22,H,3,A
363-U1486C-22H-3-A,147,150,186.77,186.8,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,3,A
363-U1486C-22H-4-A,0,150,186.8,188.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"In section 4 there are additional ash layers at 25, 34, 40, 53, 65, 70, 93, 114, and 142.",,,,,,,,,,,,,363,U1486,C,22,H,4,A
363-U1486C-22H-5-A,0,5,188.3,188.35,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"In section 5 there are ash laers at 42, 55, 86, and 100 cm.",,,,,,,,,,,,,363,U1486,C,22,H,5,A
363-U1486C-22H-5-A,5,36,188.35,188.66,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,5,A
363-U1486C-22H-5-A,36,150,188.66,189.8,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,5,A
363-U1486C-22H-6-A,0,64,189.8,190.44,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,"In section 6 there are ash layers at 64, 84, and 107.",,,,,,,,,,,,,363,U1486,C,22,H,6,A
363-U1486C-22H-6-A,64,70,190.44,190.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,6,A
363-U1486C-22H-6-A,70,129,190.5,191.09,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,6,A
363-U1486C-22H-CC-A,0,25,191.09,191.34,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,22,H,CC,A
363-U1486C-23H-1-A,0,85,191.8,192.65,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,1,A
363-U1486C-23H-1-A,85,91,192.65,192.71,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,1,A
363-U1486C-23H-1-A,91,145,192.71,193.25,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,1,A
363-U1486C-23H-1-A,145,150,193.25,193.3,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,1,A
363-U1486C-23H-2-A,0,27,193.3,193.57,,ashy sand [X363],ashy sand,,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,27,57,193.57,193.87,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,57,91,193.87,194.21,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,91,127,194.21,194.57,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,127,132,194.57,194.62,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,132,144,194.62,194.74,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-2-A,144,150,194.74,194.8,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,2,A
363-U1486C-23H-3-A,0,7,194.8,194.87,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-3-A,7,20,194.87,195.0,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-3-A,20,36,195.0,195.16,,ashy sand [X363],ashy sand,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-3-A,36,84,195.16,195.64,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-3-A,84,101,195.64,195.81,,ashy sand [X363],ashy sand,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-3-A,101,150,195.81,196.3,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,3,A
363-U1486C-23H-4-A,0,32,196.3,196.62,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,4,A
363-U1486C-23H-4-A,32,35,196.62,196.65,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,4,A
363-U1486C-23H-4-A,35,50,196.65,196.8,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,4,A
363-U1486C-23H-4-A,50,150,196.8,197.8,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,4,A
363-U1486C-23H-5-A,0,5,197.8,197.85,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,5,18,197.85,197.98,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,18,47,197.98,198.27,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,47,55,198.27,198.35,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,55,119,198.35,198.99,,ashy sand [X363],ashy sand,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,87-90 cm there is a mini fault,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,119,130,198.99,199.1,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,130,137,199.1,199.17,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-5-A,137,150,199.17,199.3,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,5,A
363-U1486C-23H-6-A,0,58,199.3,199.88,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,58,66,199.88,199.96,,ashy sand [X363],ashy sand,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,66,69,199.96,199.99,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,69,90,199.99,200.2,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,90,100,200.2,200.3,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,100,102,200.3,200.32,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-6-A,102,139,200.32,200.69,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,6,A
363-U1486C-23H-CC-A,0,16,200.69,200.85,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,CC,A
363-U1486C-23H-CC-A,16,20,200.85,200.89,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,CC,A
363-U1486C-23H-CC-A,20,29,200.89,200.98,foraminifer-rich [X363],ashy clay [X363],foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,C,23,H,CC,A
