Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  7,H, 6,  62.00,     62.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,13        ,0         ,8               ,1            ,0                ,0               ,17          ,0              ,10                ,40        ,31        ,0          ,0          ,0                 ,0               ,1              ,2           ,0        ,2             ,3         ,0             ,1           ,10             ,10               ,2           ,20             ,6                  ,0          ,0         ,1            ,25         ,10        ,0        ,9         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  8,H, 1,  62.00,     64.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,19        ,0         ,7               ,1            ,0                ,1               ,16          ,0              ,10                ,45        ,66        ,0          ,1          ,1                 ,0               ,2              ,1           ,0        ,2             ,1         ,0             ,0           ,13             ,6                ,0           ,9              ,0                  ,1          ,0         ,1            ,11         ,7         ,0        ,7         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  8,H, 2,  62.00,     65.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,15        ,1         ,26              ,1            ,0                ,3               ,21          ,1              ,60                ,42        ,24        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,1             ,2         ,0             ,5           ,16             ,43               ,0           ,11             ,3                  ,0          ,0         ,0            ,12         ,7         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  8,H, 3,  62.00,     67.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,7         ,0         ,21              ,0            ,1                ,2               ,7           ,0              ,40                ,23        ,46        ,0          ,0          ,1                 ,0               ,2              ,0           ,0        ,              ,1         ,2             ,0           ,26             ,46               ,0           ,14             ,1                  ,0          ,0         ,0            ,1          ,6         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  8,H, 4,  62.00,     68.9200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,5         ,0         ,26              ,0            ,0                ,3               ,10          ,1              ,7                 ,65        ,17        ,0          ,0          ,0                 ,0               ,3              ,0           ,0        ,1             ,6         ,0             ,0           ,16             ,27               ,3           ,10             ,2                  ,0          ,1         ,0            ,9          ,1         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A,  8,H, 5,  62.00,     70.4200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,9         ,2         ,36              ,0            ,0                ,0               ,9           ,0              ,76                ,86        ,18        ,1          ,0          ,0                 ,0               ,1              ,1           ,0        ,5             ,7         ,0             ,2           ,19             ,12               ,1           ,3              ,1                  ,0          ,1         ,0            ,5          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
